Plant_ID,P,Gamma,Seeds,PolServ,MeanSigmaP,VisitsP_percap,VisitsP_total,Plant_FullID,Simulation,Version,VersionName,Dataset
1,0.359678425843563,0.000419459424743814,2.47572052345037,3.12534614363895,0.247477906004513,12.6287885415596,4.54230278293937,1,1,1,full,Aikawa_2022_spring_all_versions
2,0.368387511641273,0.000101809638398657,9.36641472456268,12.073291569279,0.314560283783279,14.6868486593854,5.41045163148296,2,1,1,full,Aikawa_2022_spring_all_versions
3,0.702056262034246,7.91391810517893e-05,13.157115295771,16.8394942285041,0.477277873466661,25.7011257904509,18.0436363025159,3,1,1,full,Aikawa_2022_spring_all_versions
4,0.412014225077707,0.000240024355297843,4.30081417226444,5.74323307646762,0.359057913013413,15.9952834022434,6.59028429587364,4,1,1,full,Aikawa_2022_spring_all_versions
5,0.399088042434499,0.000187106777790067,4.85641167562047,6.64441961837286,0.43517546106179,15.2683692278077,6.09342358629291,5,1,1,full,Aikawa_2022_spring_all_versions
6,0.412158279233687,0.000138307559619985,7.02991809503688,8.69822920267508,0.517576743857659,16.8056801351709,6.92660020586378,6,1,1,full,Aikawa_2022_spring_all_versions
7,0.394541486703457,0.000225733878777099,4.6725969076773,5.73086601056244,0.295857529321513,16.0450652780605,6.33044390906,7,1,1,full,Aikawa_2022_spring_all_versions
8,0.389590111189826,9.88522326223473e-05,9.26326431310193,12.4626853048651,0.367410468997204,14.5739541183485,5.6778684054428,8,1,1,full,Aikawa_2022_spring_all_versions
9,0.742676879870673,6.27857223957323e-05,17.1513923585528,22.658533723294,0.856145036787042,26.4657654365753,19.6555120978249,9,1,1,full,Aikawa_2022_spring_all_versions
10,0.383889858789185,0.000172482927162271,6.29732750423144,8.22298281556527,0.430477021877978,14.8911079653734,5.71654533404172,10,1,1,full,Aikawa_2022_spring_all_versions
11,0.373656685444881,0.000223941677340797,4.78086427884031,5.60528895199694,0.386755853666689,14.4930940252236,5.41544147530605,11,1,1,full,Aikawa_2022_spring_all_versions
12,0.398885622665248,9.45212705723632e-05,9.76982252451436,13.1218283388224,0.377577756660391,15.6567828670263,6.24526558284838,12,1,1,full,Aikawa_2022_spring_all_versions
13,0.409417262189789,8.60819776548352e-05,11.7680134404672,14.5582072869722,0.496022626620425,16.7412319320454,6.8541493433023,13,1,1,full,Aikawa_2022_spring_all_versions
14,0.398397006686876,0.000110934473398877,9.38841507274051,11.5777380800676,0.361775409441334,15.9094113902295,6.33826187601752,14,1,1,full,Aikawa_2022_spring_all_versions
15,0.39115713481118,0.000131954683904495,8.16634197079829,10.5379331828163,0.295744478877943,15.1822766121521,5.93865581952022,15,1,1,full,Aikawa_2022_spring_all_versions
16,0.398919213289453,0.000103846135777716,8.85096742776377,11.4044345831849,0.742464146429574,15.3602495662957,6.12749867291632,16,1,1,full,Aikawa_2022_spring_all_versions
17,0.350988435682077,0.000210096015377101,5.0604122923938,5.79353871581369,0.469102693576764,12.4869661331741,4.38278070949786,17,1,1,full,Aikawa_2022_spring_all_versions
18,0.401427591416054,0.000189127493135811,5.05273183092512,6.24924292886488,0.287660749314408,15.6158129132939,6.26861816578729,18,1,1,full,Aikawa_2022_spring_all_versions
19,0.396821357871053,0.000225602802814653,4.5144450784514,5.47579150555881,0.344073438414581,15.9146010537463,6.3152536001237,19,1,1,full,Aikawa_2022_spring_all_versions
20,0.415452610681359,0.000128099822366533,8.14953897367277,10.2058246666914,0.434293099292095,17.0579174366952,7.08675633186208,20,1,1,full,Aikawa_2022_spring_all_versions
21,0.396831464862873,0.000127226797891042,8.2953723717331,10.0737523453053,0.320655966072469,16.2463235238966,6.44705236262404,21,1,1,full,Aikawa_2022_spring_all_versions
22,0.390409280648508,0.000144648894946793,6.62934959727169,8.11584713929637,0.443116703235083,14.9407534351929,5.83300880098038,22,1,1,full,Aikawa_2022_spring_all_versions
23,0.373676583270969,0.000102299329143953,9.98501271229615,13.4346612099417,1,13.4346612099417,5.02021829833405,23,1,1,full,Aikawa_2022_spring_all_versions
24,0.406275434239865,9.94015006865237e-05,9.63249697298616,12.4523441976514,0.313021637020173,14.9609283629393,6.07825766728466,24,1,1,full,Aikawa_2022_spring_all_versions
25,0.389583982431397,0.000182080814651881,6.03943676421576,7.60951155203815,0.470658875670969,16.1677850889141,6.29871010203409,25,1,1,full,Aikawa_2022_spring_all_versions
26,0.365625799186094,0.000114048682019905,9.31962039626028,12.5864027907264,0.906287892494374,13.887863773712,5.07776129125105,26,1,1,full,Aikawa_2022_spring_all_versions
27,0.706991900923352,4.97603442158972e-05,19.7504492398424,25.383188682321,0.577957338981441,28.6380224945566,20.2468499621123,27,1,1,full,Aikawa_2022_spring_all_versions
1,0.359671708030113,0.000418117161306099,2.4837288128432,3.13545579702427,0.248211426860115,12.6321976255804,4.54344409616643,1,1,2,serpentine,Aikawa_2022_spring_all_versions
2,0.368374619844013,0.000103078314060031,9.2512735979785,11.9248748662239,0.326908718838571,14.6925923288599,5.41237811366683,2,1,2,serpentine,Aikawa_2022_spring_all_versions
3,0.412005060165589,0.000239259651796556,4.31466237726567,5.76172573060872,0.36011885180967,15.9995115547405,6.59187972073092,4,1,2,serpentine,Aikawa_2022_spring_all_versions
4,0.399085435547693,0.000183555898751526,4.95046879922276,6.77310619584077,0.443453433276205,15.2735455125502,6.09544956323361,5,1,2,serpentine,Aikawa_2022_spring_all_versions
5,0.412149296060684,0.000137355038233452,7.07883306360502,8.75875246941808,0.521108875005285,16.8079126829864,6.92736938054226,6,1,2,serpentine,Aikawa_2022_spring_all_versions
6,0.394673773689524,0.000160380707639503,6.57665335864134,8.06616105368787,0.384539784974099,16.0565505261573,6.33709938859502,7,1,2,serpentine,Aikawa_2022_spring_all_versions
7,0.389591024275452,9.39462730582705e-05,9.74715999977307,13.1137127892945,0.434984065367986,14.5899590857298,5.68411710434642,8,1,2,serpentine,Aikawa_2022_spring_all_versions
8,0.383918013582413,0.00015654432536902,6.93860363541036,9.0603543200921,0.503433199708684,14.8995668301853,5.72021210068315,10,1,2,serpentine,Aikawa_2022_spring_all_versions
9,0.373655260313764,0.000219689532660432,4.87350703771114,5.7139072692078,0.394115290088224,14.4980603719504,5.41727652232579,11,1,2,serpentine,Aikawa_2022_spring_all_versions
10,0.398869354189624,9.67619918475387e-05,9.54379286366079,12.8182483708383,0.420196442236395,15.6660430148002,6.24870446002022,12,1,2,serpentine,Aikawa_2022_spring_all_versions
11,0.409408349885536,8.53729160877424e-05,11.866009274091,14.6794379149258,0.497217484549206,16.7455474205762,6.85576693738808,13,1,2,serpentine,Aikawa_2022_spring_all_versions
12,0.398380044973274,0.000114034959768694,9.13335490144248,11.2631993815689,0.392967380118029,15.9123795168078,6.33917446753768,14,1,2,serpentine,Aikawa_2022_spring_all_versions
13,0.391152744562988,0.000128699356551526,8.37303916311901,10.8046574039597,0.333224980573827,15.1885115212029,5.94102796734506,15,1,2,serpentine,Aikawa_2022_spring_all_versions
14,0.398923179986918,9.64790242470826e-05,9.52701980633919,12.2755252508655,0.798354566213997,15.3760318664917,6.13385552776104,16,1,2,serpentine,Aikawa_2022_spring_all_versions
15,0.35102699573052,0.000187262906743698,5.67751413174123,6.50004308567165,0.52011889995697,12.4975199648242,4.38696688733444,17,1,2,serpentine,Aikawa_2022_spring_all_versions
16,0.401541837837196,0.000131522208135106,7.26580897596266,8.98638734151939,0.509212797056,15.6417132061016,6.2808022677004,18,1,2,serpentine,Aikawa_2022_spring_all_versions
17,0.396811040005237,0.000224886315982602,4.52893538608349,5.49336750926819,0.345087709351036,15.9187573489618,6.31673865923255,19,1,2,serpentine,Aikawa_2022_spring_all_versions
18,0.415437851114096,0.00012950484683811,8.06128528497494,10.0953028720294,0.43593596453368,17.0673075806992,7.09040558562902,20,1,2,serpentine,Aikawa_2022_spring_all_versions
19,0.396825880807204,0.000124346793051645,8.48768496536382,10.3072933310868,0.340423328093036,16.252785346103,6.44952586053775,21,1,2,serpentine,Aikawa_2022_spring_all_versions
20,0.390423011894241,0.000132974837686554,7.21147874411811,8.82850697142817,0.554111532503285,14.9516681151803,5.8374752983718,22,1,2,serpentine,Aikawa_2022_spring_all_versions
21,0.373665545453392,0.000102299167397123,9.98524354663017,13.4349717935296,1,13.4349717935296,5.02018606338017,23,1,2,serpentine,Aikawa_2022_spring_all_versions
22,0.406295102024624,8.61804383862099e-05,11.1102601800781,14.3627124177443,0.463742853217658,15.0713965516049,6.12343459958786,24,1,2,serpentine,Aikawa_2022_spring_all_versions
23,0.389574166506378,0.000180829278603598,6.08137898811783,7.66235751264031,0.473866866130739,16.169852885486,6.29935696039394,25,1,2,serpentine,Aikawa_2022_spring_all_versions
24,0.365617146081411,0.000113210151396182,9.38884893321228,12.6798978273955,0.912736164063116,13.8921830060398,5.07922030350894,26,1,2,serpentine,Aikawa_2022_spring_all_versions
1,0.702104346363277,5.49693850295494e-05,18.9417132923808,24.2430703459406,0.748361308801642,25.7381770993091,18.0708860088927,3,1,3,non_serpentine,Aikawa_2022_spring_all_versions
2,0.742687695394314,5.61022228519107e-05,19.1939938284597,25.3569941935342,0.958150429560271,26.4645231179111,19.6548756841509,9,1,3,non_serpentine,Aikawa_2022_spring_all_versions
3,0.707000036400353,4.43460155245641e-05,22.1617336100322,28.4821605280747,0.936560289015544,28.803479953383,20.3640613754986,27,1,3,non_serpentine,Aikawa_2022_spring_all_versions
