"PLANT","extinct_level_P_run1","initial_plant_abundance_run1","plant_abundance_run1","reward_abundance_run1","sum_pol_run1","visit_quanity_run1","visit_quality_run1","foraging_effort_run1","extinct_level_P_run2","initial_plant_abundance_run2","plant_abundance_run2","reward_abundance_run2","sum_pol_run2","visit_quanity_run2","visit_quality_run2","foraging_effort_run2","source_dataframe","version"
"RACA",0,0.45000922060572,0.750736360797948,0.0125004726371346,19.0738312861588,23.0349216925629,0.357919658325722,1.44975950330707,0,0.45000922060572,0.749962132210794,0.0197225620129612,3.03269714824495,14.5446902953328,0.188464490906858,0.80952380952381,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"SIBE",0,0.504970720342812,0.662671133203092,0.0125004749818047,19.4027640152498,18.8136140473987,0.354517404644189,1.42611639493605,0,0.504970720342812,0.66216500861511,0.0136958760552428,3.18035591047457,17.1398821345749,0.232736030555158,0.977777777777778,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"Sidalcea_sp.",0,0.542896801649079,0.662660331745435,0.0125004649172663,10.5953359865547,16.1333656954552,0.307195812189715,2.09148102024007,0,0.542896801649079,0.66256646789196,0.0136473214530391,5.94338756200966,14.7683483886484,0.262167021572564,1.84285714285714,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"THCA",0,0.466545316072435,0.763767906475723,0.01250046024581,24.9814676965624,21.2148625169996,0.405109413225917,2.81605227331209,0,0.466545316072435,0.763726555818276,0.00534040535902542,14.4772068542741,49.7534532413355,0.461933696424715,3.14444444444444,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"TRFU",0,0.52712722941168,0.776724994425814,0.0125004609522634,23.3764736550628,25.045009531993,0.377312096655043,3.54657652750901,0,0.52712722941168,0.77657887824372,0.0114395115689305,8.88414976941131,27.3644354682556,0.442289453891217,4.15238095238095,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"TRLA",0,0.527344722103954,0.763629618405222,0.0125004581401592,23.349776886044,21.5893366969574,0.329970721867022,4.58942378713059,0,0.527344722103954,0.76348903795579,0.00568302012079201,10.2310723516551,47.5559037528165,0.464036740413844,6.40396825396825,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"URLI",0,0.482744401149798,0.734687270656474,0.0125004388377318,23.7431723283923,21.1139811165264,0.466102237739096,7.01708585442836,0,0.482744401149798,0.734485370694253,0.00936277078541983,6.58626455041044,28.1968698318243,0.549223911457841,8.26111111111111,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"VIVI",0,0.485150124661229,0.769891423996319,0.0125004386742225,27.3775009642739,25.0486103342108,0.355806063615368,8.52233590048118,0,0.485150124661229,0.769890653591583,0.00409173578472264,19.0935657990439,76.6805364508251,0.501123006507198,11.9134920634921,"P_Aikawa_2022_spring_full_network_case3_version1","1"
"ACBR",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"AGHE",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"AMME",1,0.496101569592069,0,0,0,0,NA,0,0,0.496101569592069,0.496101569592069,0.497501813921845,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"ANFI",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"CARU",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"DEUL",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"DICA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"ERCA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"ERCI",1,0.529083145819177,0,0,0,0,NA,0,0,0.529083145819177,0.529083145819177,0.49649824888748,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"ERGU",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"ERLA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"ESCA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"EUSP",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"GICA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"LACA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"LUBI",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"LUMI",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"LUSU",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"PLER",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"RACA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"SIBE",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"Sidalcea_sp.",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"THCA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"TRFU",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"TRLA",1,0,0,0,0,0,NA,0.5,1,0,0,0,0,0,NA,0.5,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"URLI",1,0,0,0,0,0,NA,2.50000000332948,1,0,0,0,0,0,NA,3,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"VIVI",0,0.485150124661229,0.85044161708469,0.0125008838846561,35.9484678822341,30.5720731574842,1,14.9999999966705,0,0.485150124661229,0.850444765284834,0.0125017132266709,35.9460069638399,30.5700934552899,1,14.5,"P_Aikawa_2022_spring_nonserpentine_network_case3_version3","3"
"ACBR",0,0.451896748646114,0.451896748646114,0.518145181270384,0,0,NA,0,1,0.451896748646114,1.66243049670598e-05,8.47857623734466e-05,0,0,NA,0,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"AGHE",1,0.528654495244219,8.81526426810707e-06,5.17088381980952e-05,0,0,NA,0,1,0.528654495244219,0,0,0,0,NA,0,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"AMME",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"ANFI",0,0.479080133898687,0.873679786456222,0.0125005916404045,12.4418764810626,31.9287329160953,0.340452470057457,0.339668617338152,0,0.479080133898687,0.873090123271732,0.0190048210087478,3.40346753482587,20.9427347936839,0.14188853169399,0.125,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"CARU",0,0.49981043522703,0.849044676757844,0.0125005920405529,10.3784160707372,27.3365593992499,0.322342647051601,0.299253567804124,0,0.49981043522703,0.848541476779323,0.0167498359640481,3.65792437083987,20.3538886032038,0.152496685428993,0.125,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"DEUL",0,0.513984860695891,0.777590629073691,0.0125005869486986,11.7696376670552,23.9236468727872,0.382548697786752,0.400585199439692,0,0.513984860695891,0.777038134993022,0.0188502351343191,3.2633226139616,15.8143047162682,0.16034382562673,0.142857142857143,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"DICA",0,0.543553715848156,0.9000516966559,0.01250058967623,22.0175356221125,33.3436754217172,0.594323212490157,0.555200765172853,0,0.543553715848156,0.899745076685608,0.0223793022247967,6.8795590327161,18.5709545340684,0.33330808915067,0.25,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"ERCA",0,0.507302259959887,0.891666067417772,0.0125005864592077,17.3563284843218,31.7628105244762,0.487238028023387,0.463804777848216,0,0.507302259959887,0.891008235133198,0.0218188017060858,3.58973428961944,18.1338278014209,0.176382110220563,0.142857142857143,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"ERCI",1,0,0,0,0,0,NA,-6.04588890432064e-13,1,0,0,0,0,0,NA,0.333333333333333,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"ERGU",0,0.500431782915458,0.796319678702363,0.0125005916830358,9.99201703460429,27.1123588258052,0.293476485971091,0.316450570387629,0,0.500431782915458,0.795748574871048,0.0177100929319723,3.14897786341615,19.0875499811256,0.131279009070923,0.125,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"ERLA",0,0.456975460102305,0.831681878796133,0.0125005825830277,32.9993167558416,27.4449337584871,1,1,0,0.456975460102305,0.831681878798603,0.0125005822508811,32.9993176557986,27.4449345070465,1,1,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"ESCA",0,0.486557939432821,0.758753952163103,0.012500590211018,11.4837059871979,22.0722984108833,0.394762119515799,0.435964005393525,0,0.486557939432821,0.75854936604875,0.0175875503833579,5.81974106727241,15.6566411462122,0.281960917154659,0.25,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"EUSP",0,0.479288047426049,0.77179222698493,0.0125005772248025,30.2790709459156,25.4151509870923,0.919496862649035,0.935279970929833,0,0.479288047426049,0.770997645104537,0.0310623308806512,2.81327829176752,10.1633435626899,0.213417063449384,0.2,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"GICA",0,0.494213089600305,0.799730288859082,0.0125005842281512,16.9322582819092,25.6996744005837,0.381777285327904,0.752189283595407,0,0.494213089600305,0.799260599425356,0.0182154646192316,3.74727388070605,17.5895426574644,0.213546391666637,0.342857142857143,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"LACA",0,0.539396912320236,0.862541776274081,0.0125005854149562,28.3537181251833,28.8372187673681,0.493413592769701,0.990123448576388,0,0.539396912320236,0.861997303064048,0.0162358961391365,3.93296957087768,22.1564630889464,0.230052171347822,0.458333333333333,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"LUBI",0,0.543905366209292,0.758584015084083,0.0125005755115832,18.4865882523019,21.6932370749346,0.649243440026759,1.26621460718062,0,0.543905366209292,0.758467958303209,0.0169612108627313,10.6202873166641,15.9637346322028,0.422356202149963,0.583333333333333,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"LUMI",0,0.517489879563213,0.888543248827531,0.0125005769594937,19.4842126081825,30.9109811153559,0.53237944823462,1.10359003218027,0,0.517489879563213,0.888520839542347,0.0119335042091577,17.3004041408909,32.3825014146259,0.332592302038539,0.666666666666667,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"LUSU",0,0.452405818925428,0.873203507405811,0.0125005763674939,24.5713751208616,33.4184059175435,0.549340460189175,1.61037690637279,0,0.452405818925428,0.873172816920663,0.013120292476821,18.9400239371956,31.833688875628,0.412821246394689,1,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"PLER",0,0.484598679670411,0.772861075061169,0.0125005803001206,25.7750840936009,24.2747679995266,0.405923274674758,1.22493586477923,0,0.484598679670411,0.772872649280288,0.0126216723825504,29.5975279346488,24.0418887257128,0.481535971445552,1.36666666666667,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"RACA",0,0.45000922060572,0.874718089626562,0.0125005718410463,23.9719000988281,31.2843146464633,0.645496831565858,2.0073693140343,0,0.45000922060572,0.874558517853243,0.020762730498276,10.5568681997972,18.7966754442111,0.412937929853215,0.916666666666667,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"SIBE",0,0.504970720342812,0.772070735155206,0.012500581291707,20.279007994979,25.54972977363,0.342103609953095,1.05966639364133,0,0.504970720342812,0.771966271168926,0.0112228892038629,10.3473481142304,28.4589111362249,0.287951612213456,0.842857142857143,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"Sidalcea_sp.",0,0.542896801649079,0.772188815915099,0.0125005801462352,20.4572251396717,21.9186336635158,0.343033213087021,1.41293681022549,0,0.542896801649079,0.771637605981586,0.0136950547436753,3.32792309744597,19.9722245255309,0.409761842099857,1.075,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"THCA",0,0.466545316072435,0.889813754247459,0.0125005754673606,18.9423572369387,28.8090187474201,0.423090140048515,2.45038631775512,0,0.466545316072435,0.889694906288106,0.0139299274826813,12.0469211561517,25.8370366508475,0.375856662759429,1.86666666666667,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"TRFU",0,0.52712722941168,0.904976528919792,0.012500570579776,32.6267031792514,34.0128189805185,0.485806924943184,3.33631860862487,0,0.52712722941168,0.904858351157894,0.0101152106005875,13.4225691103642,42.0434717616218,0.639144466787044,3.45833333333333,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"TRLA",0,0.527344722103954,0.889700992623611,0.0125005733406061,23.5762846330214,29.3197203372718,0.339490704630216,3.40711380422381,0,0.527344722103954,0.889498346843122,0.0109424728873808,9.26072035989091,33.4910530449689,0.464170171723757,4.34285714285714,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"URLI",0,0.482744401149798,0.855979806246791,0.0125005700357216,27.3202064403816,28.6737463049977,0.329779300074605,4.63257113450216,0,0.482744401149798,0.855860240705961,0.00694174958006589,11.3253953557612,51.6838790841241,0.515442073169611,6.80119047619048,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"VIVI",1,0,0,0,0,0,NA,10.9999999999952,1,0,0,0,0,0,NA,14.5845238095238,"P_Aikawa_2022_spring_serpentine_network_case3_version2","2"
"ASFA",0,0.471465944881302,0.471465944881302,0.470875268578937,1.54066754385741e-20,5.63266296949409e-10,1.28957170568636e-11,2.43513638478197e-11,0,0.471465944881302,0.811640722150765,0.0204183406771881,1.38159177909867,17.031710086993,0.0658393164032059,0.0714285714285714,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"CAPA",0,0.528135620047401,0.783451380677758,0.0125003270735575,17.9786155648057,23.1677063967779,0.607974347813757,0.602741149973893,0,0.528135620047401,0.781839075042292,0.0175526586346537,1.52547034260032,16.4063434687171,0.0726958035431367,0.0714285714285714,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"CESO",0,0.475366136676337,0.785030731443784,0.0125003272894274,13.9066945294082,25.3534447254152,0.33622262620253,0.738938373095245,0,0.475366136676337,0.784451674256029,0.0124421407482405,3.30596104003723,25.4351342883595,0.117406740725854,0.271428571428571,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"ERLA",0,0.478659119190955,0.8121139624212,0.0125003301662173,20.8546937599582,25.4341478584035,0.412848733277998,0.840480958710606,0,0.478659119190955,0.811787171795348,0.0113040786838784,5.83595785217556,28.1117786168718,0.193924792961448,0.404761904761905,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"ERLU",0,0.523816242382776,0.87731558557212,0.0125003282685464,18.0268280923887,30.8340907624549,0.361558606196922,1.00874808626373,0,0.523816242382776,0.876896483086451,0.0126120940489581,4.81657087160376,30.5313672553033,0.188990532427869,0.521428571428571,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"ERNU",0,0.479585727317997,0.790044684695732,0.0125003347357888,21.1605305969219,24.6580513985823,0.473253566043742,1.34362499225839,0,0.479585727317997,0.78985611270655,0.0121684902547183,7.561947126492,25.3208027786501,0.386841011543891,1.07142857142857,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"GRCA",0,0.497319033577721,0.860925989524544,0.0125003337657585,23.3524347339777,30.188702786681,0.432279237830562,1.67138493061925,0,0.497319033577721,0.860760860579693,0.0152904345911788,8.6927409713078,24.6543178201749,0.331347667933096,1.28333333333333,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"HECO",0,0.540997340758796,0.785454605896914,0.0125003310367802,18.0356233733358,25.4197746923289,0.317274403984981,1.27383141692407,0,0.540997340758796,0.785084276421445,0.0109494209973233,5.04620273329849,29.0049441977279,0.21509585054248,0.854761904761905,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"HEEX",0,0.542306133076691,0.728809311586461,0.0125003520381945,21.2569601874645,19.1392799440615,0.607979963423058,3.02454997357134,0,0.542306133076691,0.728592177577762,0.0115493673567911,7.12579743871622,20.7092626628271,0.513652692412007,2.57142857142857,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"HOMA",0,0.539178619947833,0.769352729768213,0.0125003439144911,30.7736676549894,25.1141846811377,0.593824068577539,2.9871602174936,0,0.539178619947833,0.76924357848229,0.012100089609272,12.0147811414596,25.9403456992307,0.547055767287976,2.82142857142857,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"HOVI",0,0.475065463234235,0.846821267398913,0.0125003352319745,22.6550963084147,27.8995828604351,0.364487690978979,1.73502542645638,0,0.475065463234235,0.846671180879778,0.0106561778863167,9.04890698540823,32.7306045565175,0.450521773232006,2.1547619047619,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"LERA",0,0.525240577792395,0.787194585532161,0.0125003455038538,29.1048983502233,24.9197079478213,0.601184255593438,3.03318825227879,0,0.525240577792395,0.787087933426447,0.0120176472180231,11.5934959368413,25.9169356711263,0.563233968073389,2.90476190476191,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"LULU",0,0.518390956785712,0.747639806900377,0.0125003352492434,11.5943860215403,24.3864101944031,0.272458200967243,1.55933260267972,0,0.518390956785712,0.747509284363443,0.0118368471670812,7.1625891939104,25.7487727788128,0.322295522185083,1.82142857142857,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"SAVE",0,0.496810697459993,0.831699254021538,0.0125003488579801,29.2420298941446,28.9524557615059,0.559181441577225,3.94270573540544,0,0.496810697459993,0.831603644565785,0.0121650479774075,13.1195104952742,29.7461934986579,0.625057815707255,4.4047619047619,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"STAL",0,0.497392210107014,0.829422928097277,0.0125003756782839,32.9972797109735,29.0428480139604,0.593541624236119,11.2382878842509,0,0.497392210107014,0.829196896888945,0.0105277313574511,8.94936885106802,34.4827353414499,0.735069988471494,13.7714285714286,"P_Aikawa_2022_summer_full_network_case3_version1","1"
"ASFA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_summer_nonserpentine_network_case3_version3","3"
"CAPA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_summer_nonserpentine_network_case3_version3","3"
"CESO",1,0.475366136676337,0,0,0,0,NA,0,0,0.475366136676337,0.475366136676337,0.539777087322332,0,0,NA,0,"P_Aikawa_2022_summer_nonserpentine_network_case3_version3","3"
"ERLA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_summer_nonserpentine_network_case3_version3","3"
"ERLU",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_summer_nonserpentine_network_case3_version3","3"
"ERNU",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_summer_nonserpentine_network_case3_version3","3"
"GRCA",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,"P_Aikawa_2022_summer_nonserpentine_network_case3_version3","3"
