plant,Q,network,subset
VIVI,0.8093512733608916,Long_2022_spring,full
WYAN,1,Long_2022_spring,full
VIVI,1,Long_2022_spring,non_serpentine
AGHE,0.3716655818928546,Long_2022_spring,serpentine
ALAM,0.3333333333333333,Long_2022_spring,serpentine
ASBR,1,Long_2022_spring,serpentine
DICA,0.4333333333333333,Long_2022_spring,serpentine
ERCA,0.3214285714285714,Long_2022_spring,serpentine
EUSP,0.44716394716394714,Long_2022_spring,serpentine
LACA,0.7944396389518342,Long_2022_spring,serpentine
LACH,0.3638167388167388,Long_2022_spring,serpentine
LODA,0.16666666666666666,Long_2022_spring,serpentine
LUBI,0.465007215007215,Long_2022_spring,serpentine
LUNA,1,Long_2022_spring,serpentine
PLER,0.10683760683760683,Long_2022_spring,serpentine
RACA,0.11574074074074074,Long_2022_spring,serpentine
Sidalcea_sp.,1,Long_2022_spring,serpentine
TRBI,0.14285714285714285,Long_2022_spring,serpentine
TRFU,0.9040492335946884,Long_2022_spring,serpentine
TRLA,0.2037037037037037,Long_2022_spring,serpentine
URLI,0.038461538461538464,Long_2022_spring,serpentine
WYAN,1,Long_2022_spring,serpentine
CAPA,0.2542097090552468,Lower_Banana_2022_summer,full
Clarkia,0.043478260869565216,Lower_Banana_2022_summer,full
GRCA,0.12771439087228562,Lower_Banana_2022_summer,full
HECO,0.4210846178992632,Lower_Banana_2022_summer,full
HECU,0.7468571333756838,Lower_Banana_2022_summer,full
HEEX,0.8745907319997445,Lower_Banana_2022_summer,full
HETR,0.5,Lower_Banana_2022_summer,full
SAVE,0.07142857142857142,Lower_Banana_2022_summer,full
TRLA,0.7077922077922079,Lower_Banana_2022_summer,full
ZETR,0.008097165991902834,Lower_Banana_2022_summer,full
CAPA,0.2542097090552468,Lower_Banana_2022_summer,serpentine
Clarkia,0.043478260869565216,Lower_Banana_2022_summer,serpentine
GRCA,0.12771439087228562,Lower_Banana_2022_summer,serpentine
HECO,0.4210846178992632,Lower_Banana_2022_summer,serpentine
HECU,0.7468571333756838,Lower_Banana_2022_summer,serpentine
HEEX,0.8745907319997445,Lower_Banana_2022_summer,serpentine
HETR,0.5,Lower_Banana_2022_summer,serpentine
SAVE,0.07142857142857142,Lower_Banana_2022_summer,serpentine
TRLA,0.7077922077922079,Lower_Banana_2022_summer,serpentine
ZETR,0.008097165991902834,Lower_Banana_2022_summer,serpentine
COSP,0.3333333333333333,Lower_Grid_1_2023_spring,full
ERGU,0.018867924528301886,Lower_Grid_1_2023_spring,full
LUMI,0.41666666666666663,Lower_Grid_1_2023_spring,full
RACA,0.8877823689105991,Lower_Grid_1_2023_spring,full
SIBE,0.3333333333333333,Lower_Grid_1_2023_spring,full
THCA,0.2590854458041958,Lower_Grid_1_2023_spring,full
TRLA,0.35126657196969696,Lower_Grid_1_2023_spring,full
VIVI,0.7920907592108132,Lower_Grid_1_2023_spring,full
VIVI,1,Lower_Grid_1_2023_spring,non_serpentine
COSP,0.3333333333333333,Lower_Grid_1_2023_spring,serpentine
ERGU,0.018867924528301886,Lower_Grid_1_2023_spring,serpentine
LUMI,0.6666666666666666,Lower_Grid_1_2023_spring,serpentine
RACA,0.8929141408222625,Lower_Grid_1_2023_spring,serpentine
SIBE,0.3333333333333333,Lower_Grid_1_2023_spring,serpentine
THCA,0.6111888111888112,Lower_Grid_1_2023_spring,serpentine
TRLA,0.5469078540507112,Lower_Grid_1_2023_spring,serpentine
LUMI,0.5,Oak_2022_spring,full
LUSU,0.7530612244897961,Oak_2022_spring,full
TRFU,0.74,Oak_2022_spring,full
VIVI,0.9047619047619048,Oak_2022_spring,full
VIVI,1,Oak_2022_spring,non_serpentine
LUMI,0.75,Oak_2022_spring,serpentine
LUSU,0.8857142857142858,Oak_2022_spring,serpentine
TRFU,0.74,Oak_2022_spring,serpentine
AMME,0.0136986301369863,Owl_Seep_2023_spring,full
CAEX,0.5056818181818182,Owl_Seep_2023_spring,full
CALU,1,Owl_Seep_2023_spring,full
CRHI,0.8787630798500363,Owl_Seep_2023_spring,full
ERGU,0.24747665188841658,Owl_Seep_2023_spring,full
ESCA,0.3201590076590077,Owl_Seep_2023_spring,full
HIIN,0.6666666666666666,Owl_Seep_2023_spring,full
PHTA,0.6524079761793474,Owl_Seep_2023_spring,full
VIVI,0.5896521138221558,Owl_Seep_2023_spring,full
AMME,0.16666666666666666,Owl_Seep_2023_spring,non_serpentine
HIIN,0.7777777777777777,Owl_Seep_2023_spring,non_serpentine
VIVI,0.9933628318584071,Owl_Seep_2023_spring,non_serpentine
CAEX,0.5084745762711864,Owl_Seep_2023_spring,serpentine
CALU,1,Owl_Seep_2023_spring,serpentine
CRHI,0.8823862682558336,Owl_Seep_2023_spring,serpentine
ERGU,0.3636058273286938,Owl_Seep_2023_spring,serpentine
ESCA,0.35732262088194294,Owl_Seep_2023_spring,serpentine
PHTA,0.9053792051234648,Owl_Seep_2023_spring,serpentine
ASER,0.058823529411764705,Pond_2022_summer,full
ASFA,0.6868054314270196,Pond_2022_summer,full
CESO,0.6573974908339929,Pond_2022_summer,full
HECO,0.7008695652173913,Pond_2022_summer,full
HEEX,0.5531963276739053,Pond_2022_summer,full
PEKE,0.9047619047619048,Pond_2022_summer,full
SAVE,0.004347826086956522,Pond_2022_summer,full
ASER,1,Pond_2022_summer,non_serpentine
CESO,1,Pond_2022_summer,non_serpentine
ASFA,0.776682299503275,Pond_2022_summer,serpentine
HECO,0.7016949152542373,Pond_2022_summer,serpentine
HEEX,0.8901433242128923,Pond_2022_summer,serpentine
PEKE,0.9047619047619048,Pond_2022_summer,serpentine
SAVE,0.00847457627118644,Pond_2022_summer,serpentine
AGHE,0.59375,Pond_2023_spring,full
ALAM,0.8263157894736842,Pond_2023_spring,full
CARU,0.0625,Pond_2023_spring,full
DEVA,0.380026455026455,Pond_2023_spring,full
LACA,0.6818181818181818,Pond_2023_spring,full
LAMI,0.5,Pond_2023_spring,full
THCA,0.5527777777777778,Pond_2023_spring,full
TRLA,0.3024691358024691,Pond_2023_spring,full
VIVI,0.8773322194374825,Pond_2023_spring,full
VIVI,1,Pond_2023_spring,non_serpentine
AGHE,0.59375,Pond_2023_spring,serpentine
ALAM,0.868421052631579,Pond_2023_spring,serpentine
CARU,0.0625,Pond_2023_spring,serpentine
DEVA,0.75,Pond_2023_spring,serpentine
LACA,0.6818181818181818,Pond_2023_spring,serpentine
LAMI,0.5,Pond_2023_spring,serpentine
THCA,0.5875,Pond_2023_spring,serpentine
TRLA,0.6527777777777778,Pond_2023_spring,serpentine
ACMI,0.3333333333333333,Pond_2023_summer,full
ASFA,0.4502643754130866,Pond_2023_summer,full
BREL,1,Pond_2023_summer,full
CESO,0.4060424464240547,Pond_2023_summer,full
ERLA,0.6,Pond_2023_summer,full
HECO,0.3333333333333333,Pond_2023_summer,full
HEEX,0.6609957952750811,Pond_2023_summer,full
HOMA,0.4328151752273943,Pond_2023_summer,full
MEIN,1,Pond_2023_summer,full
PEKE,0.011235955056179775,Pond_2023_summer,full
PHAQ,0.033707865168539325,Pond_2023_summer,full
SAVE,0.002857142857142857,Pond_2023_summer,full
VIVI,0.013777421080791866,Pond_2023_summer,full
CESO,0.9614888310274182,Pond_2023_summer,non_serpentine
MEIN,1,Pond_2023_summer,non_serpentine
PHAQ,0.0909090909090909,Pond_2023_summer,non_serpentine
VIVI,0.03142181306738269,Pond_2023_summer,non_serpentine
ACMI,0.5,Pond_2023_summer,serpentine
ASFA,0.4642857142857143,Pond_2023_summer,serpentine
BREL,1,Pond_2023_summer,serpentine
ERLA,0.6,Pond_2023_summer,serpentine
HECO,0.5,Pond_2023_summer,serpentine
HEEX,0.9447234466834593,Pond_2023_summer,serpentine
HOMA,0.44765625,Pond_2023_summer,serpentine
PEKE,0.017857142857142856,Pond_2023_summer,serpentine
SAVE,0.005208333333333333,Pond_2023_summer,serpentine
ASFA,0.7392815494767321,Pond_2024_summer,full
CESO,0.023255813953488372,Pond_2024_summer,full
HEEX,0.8925168551167824,Pond_2024_summer,full
HOMA,0.7270698051948052,Pond_2024_summer,full
CESO,1,Pond_2024_summer,non_serpentine
ASFA,0.739294733044733,Pond_2024_summer,serpentine
HEEX,0.8997886228354979,Pond_2024_summer,serpentine
HOMA,0.7270698051948052,Pond_2024_summer,serpentine
ACBR,0.18571428571428572,Quarry_1_2022_spring,full
AGHE,0.34090909090909094,Quarry_1_2022_spring,full
ASJE,0.7543839758125472,Quarry_1_2022_spring,full
Asteraceae sp.,0.3333333333333333,Quarry_1_2022_spring,full
CARU,0.05942271062271063,Quarry_1_2022_spring,full
CRHI,0.880349098692004,Quarry_1_2022_spring,full
DICA,0.425990675990676,Quarry_1_2022_spring,full
ERCA,0.5982142857142857,Quarry_1_2022_spring,full
ERGU,0.385273700658316,Quarry_1_2022_spring,full
ERLA,0.3333333333333333,Quarry_1_2022_spring,full
ESCA,0.2857142857142857,Quarry_1_2022_spring,full
EUSP,1,Quarry_1_2022_spring,full
LACA,0.40839720115529055,Quarry_1_2022_spring,full
LUMI,0.13278388278388278,Quarry_1_2022_spring,full
LUSU,0.17505411255411255,Quarry_1_2022_spring,full
PLER,0.07692307692307693,Quarry_1_2022_spring,full
SIBE,0.09090909090909091,Quarry_1_2022_spring,full
TOFR,1,Quarry_1_2022_spring,full
TRFU,0.9393102174078539,Quarry_1_2022_spring,full
VIVI,0.2323069657615112,Quarry_1_2022_spring,full
Asteraceae sp.,1,Quarry_1_2022_spring,non_serpentine
VIVI,1,Quarry_1_2022_spring,non_serpentine
ACBR,0.24025974025974023,Quarry_1_2022_spring,serpentine
AGHE,0.34090909090909094,Quarry_1_2022_spring,serpentine
ASJE,0.7708032708032707,Quarry_1_2022_spring,serpentine
CARU,0.06431177518134039,Quarry_1_2022_spring,serpentine
CRHI,0.8806245807856679,Quarry_1_2022_spring,serpentine
DICA,0.45326340326340325,Quarry_1_2022_spring,serpentine
ERCA,0.5982142857142857,Quarry_1_2022_spring,serpentine
ERGU,0.4067105970952124,Quarry_1_2022_spring,serpentine
ERLA,0.3333333333333333,Quarry_1_2022_spring,serpentine
ESCA,0.2857142857142857,Quarry_1_2022_spring,serpentine
EUSP,1,Quarry_1_2022_spring,serpentine
LACA,0.40839720115529055,Quarry_1_2022_spring,serpentine
LUMI,0.13927738927738928,Quarry_1_2022_spring,serpentine
LUSU,0.18478084415584417,Quarry_1_2022_spring,serpentine
PLER,0.07692307692307693,Quarry_1_2022_spring,serpentine
SIBE,0.125,Quarry_1_2022_spring,serpentine
TOFR,1,Quarry_1_2022_spring,serpentine
TRFU,0.962152725685451,Quarry_1_2022_spring,serpentine
ACBR,0.5,Quarry_1_2023_spring,full
AGHE,0.6939381813331393,Quarry_1_2023_spring,full
ALAM,0.37107843137254903,Quarry_1_2023_spring,full
ANFI,0.09090909090909091,Quarry_1_2023_spring,full
Asteraceae_sp.,0.010101010101010102,Quarry_1_2023_spring,full
CARU,0.14401277734611068,Quarry_1_2023_spring,full
CASU,0.04,Quarry_1_2023_spring,full
CRHI,0.5848516218081435,Quarry_1_2023_spring,full
DEUL,0.5125,Quarry_1_2023_spring,full
DICA,0.19123469123469125,Quarry_1_2023_spring,full
ERGU,0.5560078041911952,Quarry_1_2023_spring,full
ERLA,0.25,Quarry_1_2023_spring,full
ESCA,0.10901988636363635,Quarry_1_2023_spring,full
EUSP,0.6,Quarry_1_2023_spring,full
LACA,0.33098330241187385,Quarry_1_2023_spring,full
LAMI,0.16666666666666666,Quarry_1_2023_spring,full
LUMI,0.010101010101010102,Quarry_1_2023_spring,full
LUSU,0.5395945758959457,Quarry_1_2023_spring,full
MIDO,0.26799242424242425,Quarry_1_2023_spring,full
RHAR,0.1717171717171717,Quarry_1_2023_spring,full
SEVU,0.010101010101010102,Quarry_1_2023_spring,full
Sidalcea_sp.,0.35439393939393937,Quarry_1_2023_spring,full
SOAP,0.3333333333333333,Quarry_1_2023_spring,full
TOVE,0.6632014874915484,Quarry_1_2023_spring,full
TRFU,0.16592592592592592,Quarry_1_2023_spring,full
URLI,0.010101010101010102,Quarry_1_2023_spring,full
VIVI,0.7466468401127492,Quarry_1_2023_spring,full
SEVU,1,Quarry_1_2023_spring,non_serpentine
VIVI,1,Quarry_1_2023_spring,non_serpentine
ACBR,0.5,Quarry_1_2023_spring,serpentine
AGHE,0.694713952371301,Quarry_1_2023_spring,serpentine
ALAM,0.44052287581699345,Quarry_1_2023_spring,serpentine
ANFI,0.09090909090909091,Quarry_1_2023_spring,serpentine
Asteraceae_sp.,0.01020408163265306,Quarry_1_2023_spring,serpentine
CARU,0.14777021919879063,Quarry_1_2023_spring,serpentine
CASU,0.04,Quarry_1_2023_spring,serpentine
CRHI,0.6560041407867495,Quarry_1_2023_spring,serpentine
DEUL,0.5125,Quarry_1_2023_spring,serpentine
DICA,0.1937074829931973,Quarry_1_2023_spring,serpentine
ERGU,0.6525932565539585,Quarry_1_2023_spring,serpentine
ERLA,0.25,Quarry_1_2023_spring,serpentine
ESCA,0.532312925170068,Quarry_1_2023_spring,serpentine
EUSP,0.6,Quarry_1_2023_spring,serpentine
LACA,0.3310495626822157,Quarry_1_2023_spring,serpentine
LAMI,0.16666666666666666,Quarry_1_2023_spring,serpentine
LUMI,0.01020408163265306,Quarry_1_2023_spring,serpentine
LUSU,0.5435607119560153,Quarry_1_2023_spring,serpentine
MIDO,0.2760320037105751,Quarry_1_2023_spring,serpentine
RHAR,0.1717687074829932,Quarry_1_2023_spring,serpentine
Sidalcea_sp.,0.35666666666666663,Quarry_1_2023_spring,serpentine
SOAP,0.3333333333333333,Quarry_1_2023_spring,serpentine
TOVE,0.6646382691007439,Quarry_1_2023_spring,serpentine
TRFU,0.16675736961451246,Quarry_1_2023_spring,serpentine
URLI,0.01020408163265306,Quarry_1_2023_spring,serpentine
DICA,0.22859547859547857,Quarry_1_2024_spring,full
ERGU,0.048430735930735935,Quarry_1_2024_spring,full
ESCA,0.4228896103896104,Quarry_1_2024_spring,full
LACA,0.6951793848852673,Quarry_1_2024_spring,full
LUSU,0.3353174603174603,Quarry_1_2024_spring,full
TRFU,0.2044039294039294,Quarry_1_2024_spring,full
TRHI,0.25497835497835497,Quarry_1_2024_spring,full
VIVI,0.8484217171717172,Quarry_1_2024_spring,full
VIVI,1,Quarry_1_2024_spring,non_serpentine
DICA,0.2661375661375661,Quarry_1_2024_spring,serpentine
ERGU,0.05297619047619048,Quarry_1_2024_spring,serpentine
ESCA,0.4228896103896104,Quarry_1_2024_spring,serpentine
LACA,0.699774354186119,Quarry_1_2024_spring,serpentine
LUSU,0.3353174603174603,Quarry_1_2024_spring,serpentine
TRFU,0.24923687423687424,Quarry_1_2024_spring,serpentine
TRHI,0.7000000000000001,Quarry_1_2024_spring,serpentine
AGHE,0.7981256109481916,Quarry_2_2023_spring,full
ANFI,0.3333333333333333,Quarry_2_2023_spring,full
CHGL,0.11744169808685936,Quarry_2_2023_spring,full
CRHI,0.8621794871794871,Quarry_2_2023_spring,full
DICA,0.5277777777777778,Quarry_2_2023_spring,full
ERGU,0.6210468058191019,Quarry_2_2023_spring,full
ESCA,0.18817204301075266,Quarry_2_2023_spring,full
GITR,0.16666666666666666,Quarry_2_2023_spring,full
LACA,0.6104345809102507,Quarry_2_2023_spring,full
LUAL,0.7660256410256411,Quarry_2_2023_spring,full
Sidalcea_sp.,0.2544802867383512,Quarry_2_2023_spring,full
VIVI,0.8333333333333334,Quarry_2_2023_spring,full
VIVI,1,Quarry_2_2023_spring,non_serpentine
AGHE,0.7981256109481916,Quarry_2_2023_spring,serpentine
ANFI,0.3333333333333333,Quarry_2_2023_spring,serpentine
CHGL,0.11744169808685936,Quarry_2_2023_spring,serpentine
CRHI,0.8621794871794871,Quarry_2_2023_spring,serpentine
DICA,0.5277777777777778,Quarry_2_2023_spring,serpentine
ERGU,0.6308507273877293,Quarry_2_2023_spring,serpentine
ESCA,0.18817204301075266,Quarry_2_2023_spring,serpentine
GITR,0.16666666666666666,Quarry_2_2023_spring,serpentine
LACA,0.6104345809102507,Quarry_2_2023_spring,serpentine
LUAL,0.7788461538461539,Quarry_2_2023_spring,serpentine
Sidalcea_sp.,0.2544802867383512,Quarry_2_2023_spring,serpentine
ACMO,0.75,Quarry_2_2024_spring,full
CADE,0.08116883116883117,Quarry_2_2024_spring,full
DICA,0.24721377912867273,Quarry_2_2024_spring,full
LACA,0.7923926824114559,Quarry_2_2024_spring,full
LUSU,0.10233029381965551,Quarry_2_2024_spring,full
TRFU,0.3637187280804302,Quarry_2_2024_spring,full
VIVI,0.945127719962157,Quarry_2_2024_spring,full
VIVI,1,Quarry_2_2024_spring,non_serpentine
ACMO,0.75,Quarry_2_2024_spring,serpentine
CADE,0.10101010101010101,Quarry_2_2024_spring,serpentine
DICA,0.3900709219858156,Quarry_2_2024_spring,serpentine
LACA,0.8025467440361058,Quarry_2_2024_spring,serpentine
LUSU,0.1552403467297084,Quarry_2_2024_spring,serpentine
TRFU,0.5248908892525914,Quarry_2_2024_spring,serpentine
CADE,0.1,Quarry_3_2024_spring,full
CARU,0.3333333333333333,Quarry_3_2024_spring,full
DICA,0.3760942760942761,Quarry_3_2024_spring,full
LUSU,0.613939393939394,Quarry_3_2024_spring,full
TRFU,0.7222295684113866,Quarry_3_2024_spring,full
VIVI,0.8743697848045673,Quarry_3_2024_spring,full
VIVI,1,Quarry_3_2024_spring,non_serpentine
CADE,0.1,Quarry_3_2024_spring,serpentine
CARU,1,Quarry_3_2024_spring,serpentine
DICA,0.4316498316498316,Quarry_3_2024_spring,serpentine
LUSU,0.7587301587301587,Quarry_3_2024_spring,serpentine
TRFU,0.8671992653810835,Quarry_3_2024_spring,serpentine
AGHE,0.013333333333333334,Quarry_4_2024_spring,full
DICA,0.09722222222222221,Quarry_4_2024_spring,full
ERCI,1,Quarry_4_2024_spring,full
ESCA,0.02666666666666667,Quarry_4_2024_spring,full
MEPO,0.1,Quarry_4_2024_spring,full
TRFU,0.8697942386831276,Quarry_4_2024_spring,full
TRHI,1,Quarry_4_2024_spring,full
URLI,1,Quarry_4_2024_spring,full
VIVI,0.8708333333333332,Quarry_4_2024_spring,full
ERCI,1,Quarry_4_2024_spring,non_serpentine
MEPO,0.125,Quarry_4_2024_spring,non_serpentine
VIVI,0.9756944444444444,Quarry_4_2024_spring,non_serpentine
AGHE,0.013333333333333334,Quarry_4_2024_spring,serpentine
DICA,0.2222222222222222,Quarry_4_2024_spring,serpentine
ESCA,0.02666666666666667,Quarry_4_2024_spring,serpentine
TRFU,0.9117695473251027,Quarry_4_2024_spring,serpentine
TRHI,1,Quarry_4_2024_spring,serpentine
URLI,1,Quarry_4_2024_spring,serpentine
AGHE,0.7700543650752232,Quarry_5_2024_spring,full
CARU,0.010344827586206896,Quarry_5_2024_spring,full
DICA,0.3987627513264204,Quarry_5_2024_spring,full
LACA,0.3528379583674996,Quarry_5_2024_spring,full
LUSU,0.037037037037037035,Quarry_5_2024_spring,full
MIDO,0.0707070707070707,Quarry_5_2024_spring,full
TRFU,0.5800355093512598,Quarry_5_2024_spring,full
TRLA,0.0034482758620689655,Quarry_5_2024_spring,full
VIVI,0.8888888888888888,Quarry_5_2024_spring,full
VIVI,1,Quarry_5_2024_spring,non_serpentine
AGHE,0.7700543650752232,Quarry_5_2024_spring,serpentine
CARU,0.010344827586206896,Quarry_5_2024_spring,serpentine
DICA,0.3987627513264204,Quarry_5_2024_spring,serpentine
LACA,0.3528379583674996,Quarry_5_2024_spring,serpentine
LUSU,0.037037037037037035,Quarry_5_2024_spring,serpentine
MIDO,0.0707070707070707,Quarry_5_2024_spring,serpentine
TRFU,0.5834196041059129,Quarry_5_2024_spring,serpentine
TRLA,0.0034482758620689655,Quarry_5_2024_spring,serpentine
ASFA,0.3333333333333333,Quarry_Close_2022_summer,full
CAPA,0.12319848594529705,Quarry_Close_2022_summer,full
CESO,0.5381901532860159,Quarry_Close_2022_summer,full
ERLU,0.48299319727891155,Quarry_Close_2022_summer,full
ERNU,0.09009036527936871,Quarry_Close_2022_summer,full
ESCA,0.027493489095795576,Quarry_Close_2022_summer,full
GRCA,0.18390836249851253,Quarry_Close_2022_summer,full
HEAR,0.002577319587628866,Quarry_Close_2022_summer,full
HECO,0.4492901541839411,Quarry_Close_2022_summer,full
HEEX,0.5051359609978203,Quarry_Close_2022_summer,full
LERA,0.16666666666666666,Quarry_Close_2022_summer,full
PEKE,0.75,Quarry_Close_2022_summer,full
TRLA,0.17326337751595483,Quarry_Close_2022_summer,full
ZETR,0.06744458290850043,Quarry_Close_2022_summer,full
CESO,1,Quarry_Close_2022_summer,non_serpentine
ASFA,1,Quarry_Close_2022_summer,serpentine
CAPA,0.15090867264780308,Quarry_Close_2022_summer,serpentine
ERLU,0.4868027210884354,Quarry_Close_2022_summer,serpentine
ERNU,0.14653140096618358,Quarry_Close_2022_summer,serpentine
ESCA,0.03499975601424877,Quarry_Close_2022_summer,serpentine
GRCA,0.2047809954021134,Quarry_Close_2022_summer,serpentine
HEAR,0.004830917874396135,Quarry_Close_2022_summer,serpentine
HECO,0.4584934427584531,Quarry_Close_2022_summer,serpentine
HEEX,0.8370680666458017,Quarry_Close_2022_summer,serpentine
LERA,0.16666666666666666,Quarry_Close_2022_summer,serpentine
PEKE,0.75,Quarry_Close_2022_summer,serpentine
TRLA,0.17382677708764666,Quarry_Close_2022_summer,serpentine
ZETR,0.10359447315969056,Quarry_Close_2022_summer,serpentine
CAPA,0.018115942028985508,Quarry_Close_2023_summer,full
CESO,0.15091283797982782,Quarry_Close_2023_summer,full
CUCA,7.930214115781126e-4,Quarry_Close_2023_summer,full
ESCA,0.5,Quarry_Close_2023_summer,full
HECO,0.6157772180395288,Quarry_Close_2023_summer,full
HEEX,0.8820315634218032,Quarry_Close_2023_summer,full
CESO,1,Quarry_Close_2023_summer,non_serpentine
CAPA,0.01844532279314888,Quarry_Close_2023_summer,serpentine
CUCA,9.250693802035153e-4,Quarry_Close_2023_summer,serpentine
ESCA,0.5,Quarry_Close_2023_summer,serpentine
HECO,0.6165297473024555,Quarry_Close_2023_summer,serpentine
HEEX,0.9838790310466617,Quarry_Close_2023_summer,serpentine
ACAM,0.02564102564102564,Quarry_Close_2024_summer,full
ASFA,0.5974733665824089,Quarry_Close_2024_summer,full
CESO,0.5302898437333085,Quarry_Close_2024_summer,full
CIVU,0.07563218041681606,Quarry_Close_2024_summer,full
ERNU,0.15529987581269633,Quarry_Close_2024_summer,full
GRCA,0.16475063398140324,Quarry_Close_2024_summer,full
HECO,0.037037037037037035,Quarry_Close_2024_summer,full
HEEX,0.6701920915362245,Quarry_Close_2024_summer,full
HOMA,0.5,Quarry_Close_2024_summer,full
SOCA,0.10502958579881656,Quarry_Close_2024_summer,full
STAL,0.09739526905019863,Quarry_Close_2024_summer,full
ZETR,0.624627910002722,Quarry_Close_2024_summer,full
CESO,1,Quarry_Close_2024_summer,non_serpentine
ACAM,0.02631578947368421,Quarry_Close_2024_summer,serpentine
ASFA,0.6096925250006273,Quarry_Close_2024_summer,serpentine
CIVU,0.08598828420256992,Quarry_Close_2024_summer,serpentine
ERNU,0.16599577244738536,Quarry_Close_2024_summer,serpentine
GRCA,0.17348457993619282,Quarry_Close_2024_summer,serpentine
HECO,0.037037037037037035,Quarry_Close_2024_summer,serpentine
HEEX,0.7944487487019625,Quarry_Close_2024_summer,serpentine
HOMA,0.5,Quarry_Close_2024_summer,serpentine
SOCA,0.11066126855600539,Quarry_Close_2024_summer,serpentine
STAL,0.09912280701754386,Quarry_Close_2024_summer,serpentine
ZETR,0.6724288179500231,Quarry_Close_2024_summer,serpentine
ACAM,0.12173913043478261,Quarry_Far_2022_summer,full
CESO,0.3019506113256113,Quarry_Far_2022_summer,full
ERNU,0.26024345774345775,Quarry_Far_2022_summer,full
ESCA,0.009009009009009009,Quarry_Far_2022_summer,full
GRCA,0.4444444444444444,Quarry_Far_2022_summer,full
HECO,0.31818008484675153,Quarry_Far_2022_summer,full
HEEX,0.78900674236213,Quarry_Far_2022_summer,full
LERA,0.625,Quarry_Far_2022_summer,full
CESO,1,Quarry_Far_2022_summer,non_serpentine
ACAM,0.12173913043478261,Quarry_Far_2022_summer,serpentine
ERNU,0.2775496031746032,Quarry_Far_2022_summer,serpentine
ESCA,0.009523809523809525,Quarry_Far_2022_summer,serpentine
GRCA,0.4444444444444444,Quarry_Far_2022_summer,serpentine
HECO,0.3531084656084656,Quarry_Far_2022_summer,serpentine
HEEX,0.877436087856693,Quarry_Far_2022_summer,serpentine
LERA,0.75,Quarry_Far_2022_summer,serpentine
CAPA,0.6844611297256871,Quarry_Far_2023_summer,full
CESO,0.23986156566764097,Quarry_Far_2023_summer,full
ERNU,0.03333333333333333,Quarry_Far_2023_summer,full
GRCA,0.15354335909120928,Quarry_Far_2023_summer,full
HECO,0.03965277777777778,Quarry_Far_2023_summer,full
HEEX,0.7866742384439145,Quarry_Far_2023_summer,full
PEKE,0.17883252889499426,Quarry_Far_2023_summer,full
CESO,1,Quarry_Far_2023_summer,non_serpentine
CAPA,0.6862207503398695,Quarry_Far_2023_summer,serpentine
ERNU,0.034482758620689655,Quarry_Far_2023_summer,serpentine
GRCA,0.16532867494824016,Quarry_Far_2023_summer,serpentine
HECO,0.040396825396825396,Quarry_Far_2023_summer,serpentine
HEEX,0.899325045788977,Quarry_Far_2023_summer,serpentine
PEKE,0.1918437674347345,Quarry_Far_2023_summer,serpentine
CESO,0.7939814814814815,Quarry_Far_2024_summer,full
HEEX,0.8234126984126985,Quarry_Far_2024_summer,full
CESO,1,Quarry_Far_2024_summer,non_serpentine
HEEX,1,Quarry_Far_2024_summer,serpentine
ASFA,0.5814814814814815,Randy_2022_summer,full
CAPA,0.5666666666666667,Randy_2022_summer,full
CESO,0.17003415156417287,Randy_2022_summer,full
ERNU,0.0051813471502590676,Randy_2022_summer,full
GRCA,0.75,Randy_2022_summer,full
HECO,0.6041366699848341,Randy_2022_summer,full
HEEX,0.5442906381673185,Randy_2022_summer,full
LULU,0.6595130820969973,Randy_2022_summer,full
PEKE,0.07357512953367876,Randy_2022_summer,full
Sidalcea,1,Randy_2022_summer,full
CESO,1,Randy_2022_summer,non_serpentine
ASFA,0.5962962962962963,Randy_2022_summer,serpentine
CAPA,0.5666666666666667,Randy_2022_summer,serpentine
ERNU,0.005405405405405406,Randy_2022_summer,serpentine
GRCA,0.75,Randy_2022_summer,serpentine
HECO,0.6054685119902512,Randy_2022_summer,serpentine
HEEX,0.578496629977969,Randy_2022_summer,serpentine
LULU,0.6901688956036781,Randy_2022_summer,serpentine
PEKE,0.09054054054054055,Randy_2022_summer,serpentine
Sidalcea,1,Randy_2022_summer,serpentine
ASFA,0.4192076039902127,Randy_2023_summer,full
CAPA,0.11467391304347825,Randy_2023_summer,full
CESO,0.024390243902439025,Randy_2023_summer,full
ERNU,0.5024752475247525,Randy_2023_summer,full
GRCA,0.14285714285714285,Randy_2023_summer,full
HECO,0.7066746515679443,Randy_2023_summer,full
HEEX,0.9078523339759287,Randy_2023_summer,full
LULU,0.1188118811881188,Randy_2023_summer,full
PEKE,0.75,Randy_2023_summer,full
CESO,1,Randy_2023_summer,non_serpentine
ASFA,0.4192076039902127,Randy_2023_summer,serpentine
CAPA,0.11467391304347825,Randy_2023_summer,serpentine
ERNU,0.5024752475247525,Randy_2023_summer,serpentine
GRCA,0.14285714285714285,Randy_2023_summer,serpentine
HECO,0.7066964285714287,Randy_2023_summer,serpentine
HEEX,0.9099041902245796,Randy_2023_summer,serpentine
LULU,0.1188118811881188,Randy_2023_summer,serpentine
PEKE,0.75,Randy_2023_summer,serpentine
LUMI,0.6716666666666666,Reservoir_2022_spring,full
TRHI,0.5,Reservoir_2022_spring,full
VIVI,0.9535238095238096,Reservoir_2022_spring,full
