Plant_ID,P,Gamma,Seeds,PolServ,MeanSigmaP,VisitsP_percap,VisitsP_total,Plant_FullID,Simulation,Version,VersionName,Dataset
21,0.388817287646536,-8.57993460242717,10.3855222862127,12.6119931450525,0.439192010891741,16.7457116653438,6.51102218942994,21,1,1,full,Aikawa_2022_spring_all_versions
22,0.438080143016911,-10.0367794039975,12.196038059765,14.9307528809206,0.704978298367448,17.6436833930566,7.72934734417531,22,1,1,full,Aikawa_2022_spring_all_versions
23,0.508261226579283,-10.4582742651241,14.3132725140281,19.2582596109002,1,19.2582596109002,9.7882266516184,23,1,1,full,Aikawa_2022_spring_all_versions
24,0.426494940402323,-8.26857460312664,10.1638978935338,13.1393090820594,0.329752688483514,16.3944341830709,6.99214322983863,24,1,1,full,Aikawa_2022_spring_all_versions
25,7.84702462783966e-06,-4.21157018259469,1.31073014932963e-16,1.65148118977344e-16,9.73581894215426e-12,1.69629406584673e-05,1.33108613107575e-10,25,1,1,full,Aikawa_2022_spring_all_versions
26,0.491251208890276,-9.98540795579105,14.354157113513,19.3856826212088,0.986332070011532,19.6543164423135,9.65520671219855,26,1,1,full,Aikawa_2022_spring_all_versions
27,0.644486237146239,-9.53592225655783,18.4096188967634,23.6599595458061,0.597952977655444,27.3116377859425,17.6019746669631,27,1,1,full,Aikawa_2022_spring_all_versions
1,1.41955029269132e-05,-4.08321335273967,2.03417560334098e-15,2.56794045093822e-15,8.82689488739047e-11,2.90922287361393e-05,4.12978818174293e-10,1,1,2,serpentine,Aikawa_2022_spring_all_versions
2,0.356093508872063,-8.1443969467451,8.82952464262621,11.3812412287282,0.361090998055402,14.8756702315904,5.2971296095907,2,1,2,serpentine,Aikawa_2022_spring_all_versions
3,1.50583254687185e-05,-3.86355623418021,2.69789343396922e-15,3.60272036552528e-15,1.07682146991578e-10,3.34569886111859e-05,5.03806223710447e-10,4,1,2,serpentine,Aikawa_2022_spring_all_versions
4,0.492749519716419,-10.4402615831301,13.4813395850367,18.4448278284234,0.928076312742119,19.874257725559,9.79303094898953,5,1,2,serpentine,Aikawa_2022_spring_all_versions
5,0.552432689671664,-12.6595588541252,18.9983855446169,23.5070038816718,0.989331194077662,23.7605000452725,13.1260769479536,6,1,2,serpentine,Aikawa_2022_spring_all_versions
6,1.25446099297583e-05,-4.48394637253506,1.42614595870944e-15,1.74914540294289e-15,4.27500694705461e-11,2.92303473659119e-05,3.66683305816703e-10,7,1,2,serpentine,Aikawa_2022_spring_all_versions
7,0.46528716533173,-8.77171616263681,12.2534467956883,16.4856411468878,0.537462603929936,18.2946824731938,8.51228094859643,8,1,2,serpentine,Aikawa_2022_spring_all_versions
8,0.453710554290429,-9.25923271703595,12.6800818799355,16.5575151250444,0.824353108936572,18.5261328125736,8.40550198725088,10,1,2,serpentine,Aikawa_2022_spring_all_versions
9,1.22004372459889e-05,-4.16008816967361,8.15665485552711e-16,9.5632096374902e-16,3.32523862469747e-11,2.87594687685316e-05,3.50878093938448e-10,11,1,2,serpentine,Aikawa_2022_spring_all_versions
10,0.40436853404587,-9.36966081462726,9.82440325556144,13.1951356053168,0.563178967726637,16.7015840865682,6.75359507332942,12,1,2,serpentine,Aikawa_2022_spring_all_versions
11,0.516794774876901,-11.4901269755887,17.0128845123201,21.0466363360851,0.933670225672686,22.269122274905,11.5085660327657,13,1,2,serpentine,Aikawa_2022_spring_all_versions
12,0.290425595066555,-6.73243730048886,6.07161268914156,7.48747694832975,0.34027584223399,12.1719451087318,3.53504440132086,14,1,2,serpentine,Aikawa_2022_spring_all_versions
13,0.427195346397651,-9.75563443331105,11.2033544955727,14.4569259430865,0.508500262728652,17.413432131703,7.43893717147483,15,1,2,serpentine,Aikawa_2022_spring_all_versions
14,0.52806201961714,-12.5187950068363,16.3797936616032,21.1052957571461,0.984423291434556,21.4392486857866,11.3212529600906,16,1,2,serpentine,Aikawa_2022_spring_all_versions
15,0.418115885718143,-9.87589335567287,12.2563608789236,14.0319992056297,0.87432328707211,15.6627417745324,6.54884114983315,17,1,2,serpentine,Aikawa_2022_spring_all_versions
16,3.41039870455116e-05,-4.46058794139414,3.9394065043828e-14,4.8722768326557e-14,4.09492707018022e-10,7.20286200874782e-05,2.45646312636943e-09,18,1,2,serpentine,Aikawa_2022_spring_all_versions
17,1.72448604624528e-05,-4.64499262113165,4.92822772972853e-15,5.97768874600284e-15,1.48435090009206e-10,4.02713990716892e-05,6.94474657619031e-10,19,1,2,serpentine,Aikawa_2022_spring_all_versions
18,1.45313750687475e-05,-3.87769172825429,2.90087734932027e-15,3.63282459319251e-15,6.63778398892162e-11,3.37249297100125e-05,4.90069602783336e-10,20,1,2,serpentine,Aikawa_2022_spring_all_versions
19,0.412197169840448,-9.30454741860159,11.5880728341601,14.0723490953186,0.550735193525866,17.7582425279064,7.31989731134328,21,1,2,serpentine,Aikawa_2022_spring_all_versions
20,3.67813715076077e-05,-4.55040508598693,4.79404206804165e-14,5.86900902308649e-14,5.32462704097784e-10,9.77954764155189e-05,3.59705174980269e-09,22,1,2,serpentine,Aikawa_2022_spring_all_versions
21,0.501105320489041,-10.6308185465847,14.1109842122905,18.986084213744,1,18.986084213744,9.51402781476013,23,1,2,serpentine,Aikawa_2022_spring_all_versions
22,0.498171812731956,-10.1012202707696,13.7540765518548,17.7804878449337,0.475595361011082,19.1655221535663,9.54772291319657,24,1,2,serpentine,Aikawa_2022_spring_all_versions
23,8.08278165731026e-06,-4.46350072187942,1.54656492782872e-16,1.94862602983441e-16,1.08955222489244e-11,1.78846500912499e-05,1.44557721704967e-10,25,1,2,serpentine,Aikawa_2022_spring_all_versions
24,0.486293825210591,-10.1834743384388,14.2540892521708,19.250538231662,0.989473501749519,19.4553347791776,9.46100917051892,26,1,2,serpentine,Aikawa_2022_spring_all_versions
1,0.66491431877801,-9.72876506224694,18.5647759832828,23.7606368110529,0.750046427579053,25.5982604948683,17.0206499388474,3,1,3,non_serpentine,Aikawa_2022_spring_all_versions
2,0.714738345282386,-9.93844328846167,19.2164334040081,25.3866388934321,0.947134490901754,26.8036262403049,19.1575794665631,9,1,3,non_serpentine,Aikawa_2022_spring_all_versions
3,0.704493939156075,-12.0583071810676,23.0038888576276,29.5644946709558,0.936845319918802,29.8612851707506,21.037094418205,27,1,3,non_serpentine,Aikawa_2022_spring_all_versions
1,1.71314879276526e-05,-3.74345687279591,7.48224691719821e-15,9.38920815397851e-15,2.20994794517816e-10,4.24861054961254e-05,7.27850203399848e-10,1,2,1,full,Aikawa_2022_spring_all_versions
2,0.412008979104554,-7.93683155917289,10.9392817263552,13.3813213678197,0.390393210343758,17.0577529009286,7.02794735852935,2,2,1,full,Aikawa_2022_spring_all_versions
3,0.539305595722263,-6.06161456920635,9.87550710395939,13.3535675413869,0.446440523711839,20.1765409647593,10.8813214446142,3,2,1,full,Aikawa_2022_spring_all_versions
4,3.60987566697394e-05,-4.41627997141701,4.95189342157409e-14,6.348438348304e-14,8.34160447232731e-10,7.6105722458605e-05,2.7473219562079e-09,4,2,1,full,Aikawa_2022_spring_all_versions
5,1.17512159075441e-05,-3.84038802368699,6.47459745534013e-16,8.47914353225937e-16,3.18962114039508e-11,2.6583544436908e-05,3.12388970265899e-10,5,2,1,full,Aikawa_2022_spring_all_versions
6,0.550302984630189,-12.8307709457729,18.1766692219356,22.5666942094188,0.983349284558984,22.9488082858977,12.6287976934355,6,2,1,full,Aikawa_2022_spring_all_versions
7,2.78833915720362e-05,-3.70021032845777,7.62841367093125e-15,9.98874186954353e-15,1.34697007575997e-10,5.86783954848437e-05,1.6361526781227e-09,7,2,1,full,Aikawa_2022_spring_all_versions
8,0.40370866146187,-9.77427890454352,11.8508550657293,14.589489644427,0.396757188437129,17.4326016958116,7.03769229641403,8,2,1,full,Aikawa_2022_spring_all_versions
9,0.788036410266665,-10.9152258938156,23.3148116541458,30.6212467544884,0.947874967933976,32.3051539394817,25.4576375435812,9,2,1,full,Aikawa_2022_spring_all_versions
10,2.25412720805067e-05,-3.60896843979517,1.58029910979929e-14,1.93368657315637e-14,2.10891442548867e-10,4.67988336727442e-05,1.05490524286771e-09,10,2,1,full,Aikawa_2022_spring_all_versions
11,0.477470498317846,-9.74828040071966,13.932737613733,17.9369649258179,0.935124543291198,19.1813647224874,9.1585357724624,11,2,1,full,Aikawa_2022_spring_all_versions
12,0.420177744712569,-9.23972336402786,10.4603455942283,13.7314459021437,0.446200607957245,17.299936422034,7.26904826948106,12,2,1,full,Aikawa_2022_spring_all_versions
13,0.425270859287932,-10.3818276501877,11.6206907069143,15.8751455856837,0.84394501023578,18.0157036251933,7.66155376136266,13,2,1,full,Aikawa_2022_spring_all_versions
14,0.330655075778804,-7.35670396770872,8.27792618501296,9.87332172139963,0.475482066485503,13.8163345407868,4.56844114456917,14,2,1,full,Aikawa_2022_spring_all_versions
15,0.395794844144973,-8.57928121844354,9.8489784128966,12.5111916877315,0.441645990701704,16.1116598234981,6.37691188875824,15,2,1,full,Aikawa_2022_spring_all_versions
16,0.387937057469656,-8.41866779005272,9.79793351183949,13.2194876777074,0.80489821855678,16.4238003923161,6.37140079666411,16,2,1,full,Aikawa_2022_spring_all_versions
17,1.22948406213201e-05,-3.96987266531049,1.19339618773366e-15,1.63472412691281e-15,6.49847013391731e-11,2.49002089692986e-05,3.06144100715092e-10,17,2,1,full,Aikawa_2022_spring_all_versions
18,0.339508052763652,-6.90443719234313,7.93454927179921,9.24216491944029,0.384997979402694,13.7050597831222,4.65297815997726,18,2,1,full,Aikawa_2022_spring_all_versions
19,2.14529538817545e-05,-4.2226843468048,1.13786370123697e-14,1.47878323985194e-14,3.10360060346978e-10,4.76473434822342e-05,1.02217626231248e-09,19,2,1,full,Aikawa_2022_spring_all_versions
20,1.83973346900439e-05,-4.31524767338111,3.58925950343127e-15,4.43748612425795e-15,8.03939153666076e-11,3.33222760513399e-05,6.13041065150537e-10,20,2,1,full,Aikawa_2022_spring_all_versions
21,0.387166450713792,-8.37580607716773,10.1105242728301,12.6794247157342,0.439621054193114,16.673363442018,6.45536694530723,21,2,1,full,Aikawa_2022_spring_all_versions
22,0.487821138219647,-10.4118878539364,15.6103610800468,18.2694709673934,0.744605904365457,21.0744833840191,10.2805784717832,22,2,1,full,Aikawa_2022_spring_all_versions
23,0.594090560758801,-10.5129630016294,17.8790050573852,22.3325425856907,1,22.3325425856907,13.2675527479028,23,2,1,full,Aikawa_2022_spring_all_versions
24,0.440294016014494,-8.76622380997848,10.3312593769024,13.1253199477938,0.33432321034662,16.50573155891,7.26737483532966,24,2,1,full,Aikawa_2022_spring_all_versions
25,2.94043639534216e-05,-4.2522197014916,6.22061827220164e-15,8.4867025202578e-15,1.39395349303678e-10,6.08822501084249e-05,1.79020384049137e-09,25,2,1,full,Aikawa_2022_spring_all_versions
26,0.580521539954005,-10.0047015980233,16.7052503547518,21.7540742480051,0.990382616570746,21.9653231832054,12.7513432399018,26,2,1,full,Aikawa_2022_spring_all_versions
27,0.686698622715733,-9.76237262198273,18.8677313603335,22.0973434509431,0.598539802145179,25.6522853241111,17.6153890015781,27,2,1,full,Aikawa_2022_spring_all_versions
1,1.70119372357429e-05,-3.96375421075599,6.88350588881207e-15,8.63786912332944e-15,2.0423806541969e-10,4.22931401429965e-05,7.19488245615135e-10,1,2,2,serpentine,Aikawa_2022_spring_all_versions
2,0.410662175029651,-8.09378544563529,10.856896874992,13.2805452657402,0.430442792206361,17.0014345118493,6.9818460752602,2,2,2,serpentine,Aikawa_2022_spring_all_versions
3,3.83851351728786e-05,-4.63915113568228,6.32621590111466e-14,8.11035056839337e-14,9.40064912334039e-10,8.62743674610362e-05,3.31165325694648e-09,4,2,2,serpentine,Aikawa_2022_spring_all_versions
4,1.25966827676008e-05,-4.05726179729774,9.45987281041368e-16,1.2388665072955e-15,3.9978534170024e-11,3.09882924177946e-05,3.90349689096609e-10,5,2,2,serpentine,Aikawa_2022_spring_all_versions
5,0.55255785758841,-13.1912335236221,18.3702123684929,22.8069818524055,0.989758761173171,23.0429704157123,12.7325743653791,6,2,2,serpentine,Aikawa_2022_spring_all_versions
6,2.70907861492321e-05,-3.91762452198746,1.02756585374684e-14,1.34550779622067e-14,1.67524247752063e-10,5.6361576080013e-05,1.5268794046173e-09,7,2,2,serpentine,Aikawa_2022_spring_all_versions
7,0.434998464316306,-10.8082926048485,13.5593100043935,16.6927543875502,0.53485894534096,18.7907621085007,8.17395266053084,8,2,2,serpentine,Aikawa_2022_spring_all_versions
8,2.28547705560753e-05,-3.80099699443389,3.96092497264252e-14,4.84666946237245e-14,4.19165719172123e-10,5.10373524103668e-05,1.16644697912849e-09,10,2,2,serpentine,Aikawa_2022_spring_all_versions
9,0.476401447353165,-9.94175758778362,13.8864948832879,17.8774321723086,0.933954287067614,19.1416565241532,9.11911287284372,11,2,2,serpentine,Aikawa_2022_spring_all_versions
10,0.414696792912452,-9.35263805529584,10.204825283448,13.3960207201771,0.490007079744511,17.0726292771411,7.07996460781366,12,2,2,serpentine,Aikawa_2022_spring_all_versions
11,0.433094993811544,-10.849729845416,12.0408042437243,16.4490670269804,0.872448376962853,18.3494693012803,7.94706329348308,13,2,2,serpentine,Aikawa_2022_spring_all_versions
12,0.345914051991589,-7.85754211336813,8.95982694353335,10.6866444571263,0.543570736041763,14.4563172446388,5.00064327496888,14,2,2,serpentine,Aikawa_2022_spring_all_versions
13,0.417764756162734,-9.26114198026531,10.8660630148914,13.8031978110807,0.4883000380607,17.0089590939767,7.10574364847708,15,2,2,serpentine,Aikawa_2022_spring_all_versions
14,0.49423644908433,-11.0725330498912,15.222454247836,20.5383151570247,0.980570196964178,20.9452777787973,10.3519197144777,16,2,2,serpentine,Aikawa_2022_spring_all_versions
15,1.32954023570311e-05,-4.1863146883469,3.90330047936201e-14,5.3467737988346e-14,6.10254549121068e-10,5.05776322047272e-05,6.72449970427781e-10,17,2,2,serpentine,Aikawa_2022_spring_all_versions
16,4.72920805774403e-05,-3.92073588592388,1.63754765540959e-12,1.90741590685293e-12,4.73221696779934e-09,0.000176508707673611,8.34746402592027e-09,18,2,2,serpentine,Aikawa_2022_spring_all_versions
17,2.30340537083453e-05,-4.47938964883919,1.51350916294356e-14,1.96697722327391e-14,3.58625647625849e-10,5.48476450665359e-05,1.26336360223885e-09,19,2,2,serpentine,Aikawa_2022_spring_all_versions
18,1.65735989268992e-05,-4.54962360285401,2.10617440374627e-15,2.60391305865643e-15,5.98859310212341e-11,2.71476325220499e-05,4.499339732353e-10,20,2,2,serpentine,Aikawa_2022_spring_all_versions
19,0.401719983033495,-8.86238644308333,10.7838211205866,13.523794054267,0.515529577866779,17.3048683608677,6.95171142432463,21,2,2,serpentine,Aikawa_2022_spring_all_versions
20,0.53668086026334,-11.8545917715848,18.6006248352934,21.7691041008739,0.907019658365946,23.1949922153986,12.4483083759616,22,2,2,serpentine,Aikawa_2022_spring_all_versions
21,0.595433975667521,-10.7146684993983,17.9195368509851,22.3831705710702,1,22.3831705710702,13.3277002411766,23,2,2,serpentine,Aikawa_2022_spring_all_versions
22,0.528812706602238,-10.8262672317942,14.4902277699018,18.4090698585667,0.529200238126418,19.8483142558226,10.4960407831133,24,2,2,serpentine,Aikawa_2022_spring_all_versions
23,2.75595753750601e-05,-4.48470395755117,4.46241354241897e-15,6.08800839397527e-15,1.14203772152346e-10,5.33082951573087e-05,1.4691539785038e-09,25,2,2,serpentine,Aikawa_2022_spring_all_versions
24,0.583268806309215,-10.230890884222,16.8098400254092,21.8902740302735,0.991869944193587,22.0697019386657,12.8725687053657,26,2,2,serpentine,Aikawa_2022_spring_all_versions
1,0.691168421532538,-10.5694287194069,17.9429219229639,24.2622497524269,0.746925391245238,25.8838071232231,17.8900701126108,3,2,3,non_serpentine,Aikawa_2022_spring_all_versions
2,0.787562900172728,-11.4011024871936,23.7218163004024,31.155799205013,0.964985040385104,32.2863027934396,25.4274942638562,9,2,3,non_serpentine,Aikawa_2022_spring_all_versions
3,0.754341569100395,-12.4001638920992,23.8062205922135,27.8811597774284,0.936487559642263,28.1866269200062,21.2623443784849,27,2,3,non_serpentine,Aikawa_2022_spring_all_versions
1,1.485708215771e-05,-3.83731122474943,3.38102414299843e-15,4.58487725905155e-15,1.50254434339191e-10,3.05140895123364e-05,4.53350334852497e-10,1,3,1,full,Aikawa_2022_spring_all_versions
2,0.420724839834283,-8.17117860946086,9.56187942004563,13.0950990788692,0.382378660432548,16.1700042701976,6.80312245669857,2,3,1,full,Aikawa_2022_spring_all_versions
3,0.560237944011535,-5.16412019039811,10.3460882684857,13.4848805236129,0.491622332661438,20.3217806193495,11.3850325928379,3,3,1,full,Aikawa_2022_spring_all_versions
4,1.12703143471282e-05,-4.07561235931152,2.67602824598837e-15,3.59606959409471e-15,1.15898746043848e-10,3.10276833602169e-05,3.49691744932803e-10,4,3,1,full,Aikawa_2022_spring_all_versions
5,0.526472885458239,-11.4932362877937,16.6085190527425,21.083646384384,0.951749499175107,22.1525163949731,11.6626992266224,5,3,1,full,Aikawa_2022_spring_all_versions
6,4.31333091370153e-05,-3.65710097081289,3.29094202218024e-14,4.0859075303185e-14,3.88214308658105e-10,0.000105248761809985,4.53972737943818e-09,6,3,1,full,Aikawa_2022_spring_all_versions
7,4.9452159675354e-05,-4.03350538377896,7.07389847733391e-14,9.05821945794104e-14,5.12466398936439e-10,0.000132757927592076,6.56516623345243e-09,7,3,1,full,Aikawa_2022_spring_all_versions
8,0.393679922220765,-8.1239808572462,9.06405940269232,11.8138179142425,0.372967792814607,14.2162826127979,5.59666503327467,8,3,1,full,Aikawa_2022_spring_all_versions
9,0.825626135999145,-11.0956971627158,24.9667662653088,29.001567568273,0.96110499224772,30.1752335095539,24.9134614453649,9,3,1,full,Aikawa_2022_spring_all_versions
10,2.96497553831424e-05,-3.86435596469291,3.07295332706167e-14,3.82979682838522e-14,3.52737186853605e-10,6.33836626919961e-05,1.87931009410529e-09,10,3,1,full,Aikawa_2022_spring_all_versions
11,1.68594883348415e-05,-3.96706700600069,1.17494700005548e-15,1.34206854771087e-15,4.29705918091083e-11,3.12322565552006e-05,5.26559865063182e-10,11,3,1,full,Aikawa_2022_spring_all_versions
12,0.354910073979672,-8.82890444387852,9.03601779303694,11.758331005509,0.430012586014178,15.4656851101858,5.48892744660237,12,3,1,full,Aikawa_2022_spring_all_versions
13,0.398721879563185,-9.17256537190585,10.5072865005331,13.6848126282317,0.82317570129142,15.8756409376306,6.32996539392232,13,3,1,full,Aikawa_2022_spring_all_versions
14,0.292780632123944,-7.09000615330452,6.42082652931658,7.68163369494695,0.334954136755189,12.7237240989031,3.7252599846475,14,3,1,full,Aikawa_2022_spring_all_versions
15,0.384442867771302,-6.96141024514119,8.00509681365536,10.7866693420072,0.424940250152821,14.1657636286292,5.44592679356062,15,3,1,full,Aikawa_2022_spring_all_versions
16,0.510718870361101,-12.176088794717,18.5616197101072,21.1736756530255,0.983766184640988,21.5230773161334,10.9922417335903,16,3,1,full,Aikawa_2022_spring_all_versions
17,0.485886082626208,-9.65449871345617,13.0027141521517,17.0184017894668,0.893720979031774,18.5509553681232,9.01365103279099,17,3,1,full,Aikawa_2022_spring_all_versions
18,1.77158676997147e-05,-3.73313630709392,1.22801174988751e-15,1.43394215688603e-15,2.7057123695514e-11,3.35190881794608e-05,5.938197316024e-10,18,3,1,full,Aikawa_2022_spring_all_versions
19,3.18037443496332e-05,-4.06753524533073,7.78608405169568e-14,9.8511110872119e-14,1.01900992415377e-09,9.66733576750263e-05,3.07457475291719e-09,19,3,1,full,Aikawa_2022_spring_all_versions
20,5.72789077409227e-05,-3.67460104805573,2.79624561794114e-13,3.30914802629519e-13,1.28723007837974e-09,0.000154918937138535,8.87358750767992e-09,20,3,1,full,Aikawa_2022_spring_all_versions
21,0.42058188894774,-8.56962912314498,9.33542514300924,12.1763668033172,0.436683527690599,15.9229706902012,6.69691309054433,21,3,1,full,Aikawa_2022_spring_all_versions
22,0.425962450019421,-9.00565724896971,11.2807798874165,13.5541014442772,0.673227588555818,16.2990293849179,6.94277448973819,22,3,1,full,Aikawa_2022_spring_all_versions
23,0.529226679057317,-12.7815863469448,16.9666355708173,22.2570221670181,1,22.2570221670181,11.7790099271561,23,3,1,full,Aikawa_2022_spring_all_versions
24,0.443277573345031,-8.6055872864559,12.428548243564,15.155033530667,0.335782935905585,18.6115217917797,8.25007021611826,24,3,1,full,Aikawa_2022_spring_all_versions
25,0.521811407716695,-12.1066795839472,16.7346364955025,21.6716436279711,0.983385029263001,22.0378010474829,11.4995759875675,25,3,1,full,Aikawa_2022_spring_all_versions
26,0.581223945552293,-10.8674255044797,15.0789772277082,20.8657010185383,0.992325225594269,21.0270791070967,12.2214418820669,26,3,1,full,Aikawa_2022_spring_all_versions
27,0.670332821111117,-11.729660775887,22.0577073392517,25.3194988647135,0.611250502794388,28.9473641671362,19.4043682858873,27,3,1,full,Aikawa_2022_spring_all_versions
1,1.674167647652e-05,-3.79984671245104,5.76263343185183e-15,7.81448633801133e-15,2.02354018925157e-10,3.86178954068692e-05,6.4652831110589e-10,1,3,2,serpentine,Aikawa_2022_spring_all_versions
2,0.41285565719571,-7.83249739921673,9.0027860733753,12.3294145886804,0.431329273725244,15.8669070326393,6.55074233062353,2,3,2,serpentine,Aikawa_2022_spring_all_versions
3,1.1138053847834e-05,-4.00481555123254,2.50506818964981e-15,3.36633201141956e-15,1.08329134571254e-10,3.10750383518051e-05,3.46115450485911e-10,4,3,2,serpentine,Aikawa_2022_spring_all_versions
4,1.9727020100702e-05,-4.05813800079546,1.83529258230917e-14,2.32980795544802e-14,4.13586726569522e-10,5.63317874046037e-05,1.11125830243909e-09,5,3,2,serpentine,Aikawa_2022_spring_all_versions
5,3.78905018331166e-05,-3.63401332905352,1.63131036362619e-14,2.02537244779873e-14,2.50492616702046e-10,8.08555746857739e-05,3.06365830084901e-09,6,3,2,serpentine,Aikawa_2022_spring_all_versions
6,5.00260229596929e-05,-3.99800174976426,1.45442931194403e-13,1.86241574371825e-13,1.21336034403279e-09,0.000151520933078754,7.57998967707182e-09,7,3,2,serpentine,Aikawa_2022_spring_all_versions
7,0.422556442581044,-8.62481029447807,10.1760425095372,13.2631426995673,0.512696162068116,15.2670860325111,6.45120556247663,8,3,2,serpentine,Aikawa_2022_spring_all_versions
8,2.49623812025256e-05,-3.79598554295924,3.58961129030951e-14,4.47370346099866e-14,4.13763310381257e-10,4.81315334450433e-05,1.20147768571728e-09,10,3,2,serpentine,Aikawa_2022_spring_all_versions
9,1.86869161621002e-05,-3.90294068740742,1.63940211536075e-14,1.87258660686179e-14,3.60882283258258e-10,5.1889125449855e-05,9.6964773700614e-10,11,3,2,serpentine,Aikawa_2022_spring_all_versions
10,0.358338045653025,-8.75619602047458,9.0043868577532,11.7171705058731,0.48983567050014,15.6164299429092,5.59596098581945,12,3,2,serpentine,Aikawa_2022_spring_all_versions
11,0.431331462086835,-9.75616755651212,11.871022511985,15.4609583334186,0.87850332759306,17.1750874535493,7.4081555828087,13,3,2,serpentine,Aikawa_2022_spring_all_versions
12,0.268191284828915,-6.5253328170283,5.3370532225225,6.38504835454847,0.326169230118022,11.6477433793675,3.12382326227007,14,3,2,serpentine,Aikawa_2022_spring_all_versions
13,0.399950027583814,-7.095366920247,8.43547274220311,11.3665902276716,0.475957812842501,14.7412711820597,5.89577181588525,15,3,2,serpentine,Aikawa_2022_spring_all_versions
14,0.523156235821705,-12.3406520774158,19.070056144421,21.7536610378397,0.986608477842361,22.0489297693988,11.5350351020558,16,3,2,serpentine,Aikawa_2022_spring_all_versions
15,0.507736076883716,-9.9533652359248,13.8437773366499,18.1192143611058,0.926728310282775,19.3910128447209,9.84551678858034,17,3,2,serpentine,Aikawa_2022_spring_all_versions
16,1.68840572539468e-05,-3.69253969518525,5.77166871770853e-15,6.73954389333874e-15,1.11275803290516e-10,3.37227897949617e-05,5.69377513660947e-10,18,3,2,serpentine,Aikawa_2022_spring_all_versions
