0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5901286459105e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.999999999999861,0,0,0,2.19781527240553e-13,0.00320189643145982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.714285714285714,0,0,0,0.0909090909090909,0.0625,0,0
0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0.649179435349531,0,0,0,0,0.248616650976641,0,0.997659885915417,0.177959219935396,0,0.999999999977579,1,0.985825962848595,0.999999999999485,0.00168640422898504,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0.5,0,0,0,0,0.2,0,0.6,0.166666666666667,0,0.857142857142857,1,0.333333333333333,0.636363636363636,0.0625,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.350820564649587,1,1,1,0,0.7513833490227,1,0.00234011408651024,0.822040780061744,1.39858961854205e-13,2.24725075751488e-11,0,0.0141740371490312,3.16556483167099e-13,0.9951116993273,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,1,0,0.8,1,0.4,0.833333333333333,0.285714285714286,0.142857142857143,0,0.666666666666667,0.272727272727273,0.875,1,0.975609756097561
