0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76328716719032e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946513305234257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863240257279158,0,0,0.444755244366132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.166666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923993513443536,0,0,0,0,0.353075018305971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.166666666666667
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799030893667081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948719938711734,0,0,0,0,0,0,0.0375371593553483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966765907580613,0,0,0,0,0,0,0,0,0,0,0.118265728694296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831690949163095,0.94231267655183,0,0,0.94231267655183,0,0,0.128860944887285,0,0,0.0663910220082495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0.333333333333333,0,0,0.166666666666667
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.683662593027516,0,0.0760064865620217,0.137385523932345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.333333333333333,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780151606409287,0.00720283665528574,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.2,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.168309050836313,0,0,0.316337406969949,0,0,0.0635835824066733,0,0,0.00671355497746818,0.0134435026674439,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,0,0.5,0,0,0.333333333333333,0,0,0.2,0.166666666666667
1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0.0332340924126535,0,0.0576873234469983,0.0512800612909142,0,0.0576873234469983,0,0,0.00789879784239523,0.219848397355653,0.00203314376674857,0.00406948396655429,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0.5,0,0.5,0.5,0,0.5,0,0,0.333333333333333,0.333333333333333,0.2,0.166666666666667
