0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.999999999504135,0,0,0,0,0,0,0.5
0,0,1,1,1,1,5.01325440208466e-10,0,0,1,1,1,1,0.5
