0,0,0,0,0,-2.10179704414215e-09,0,0,0,0,0,0.333333333333333
0,0,0,0.815326275222349,0.815326275164522,0.815310402290341,0,0,0,0.5,0.5,0.333333333333333
1,1,1,0.184673724772014,0.184673724833586,0.184689599814358,1,1,1,0.5,0.5,0.333333333333333
