0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0.830241045016632,0.830241044976875,0,0,0,0,0,0,0,0.5,0.5
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0.169758954984176,0.169758955022359,1,0,0,0,1,0,0,0.5,0.5
