0,0,0,0,0,0,1.28939899459419e-08,0,0,0,0,0,0,0.5
0,0,1,1,0.544560588226225,0.544560588226225,0,0,0,1,1,0.5,0.5,0
1,1,0,0,0.455439411783638,0.455439411783638,0.999999987093963,1,1,0,0,0.5,0.5,0.5
