ADEL,1,2.81949550690887e-05,6.18357459116794e-05,1,2.80603934469215e-05,6.18366415579503e-05
Adela,0,15.9364178757762,0.00500022655358194,0,15.9364209763374,0.00500022558516028
ANBA,1,0,2.95887136671968e-05,0,0.481460751142102,4.17381923489153e-05
ANDI,0,15.2037982465871,0.00500022655358194,0,15.203801205051,0.00500022558516028
ANLE,1,0,6.18357459116794e-05,0,0.462592215515949,6.18366415579503e-05
ANPL,1,0,2.95887136671968e-05,0,0.487366176553707,4.17381923489153e-05
APME,1,0,0.000102045484484083,0,0.463329338148855,0.000102042480557554
beetle1,1,0,0.000102045484484083,0,0.47618626781096,0.000102042480557554
BF1,1,0,0.000555678208395758,0,0.462603098811863,0.00079852200128144
big_andrena,1,0,6.18357459116794e-05,0,0.470281730974224,6.18366415579503e-05
black_red_beetle,1,0,0.000200323785489982,0,0.525052483787319,0.000200073741960876
black_red_brachy_wasp,1,0,0.000555678208395758,0,0.457095013469036,0.00079852200128144
black_round_beetle,1,0,3.47237880688565e-05,0,0.495891374091567,4.06853569190135e-05
blue_black_Osmia,1,0,6.18357459116794e-05,0,0.546324356969597,6.18366415579503e-05
BOCA,1,0,0.000102045484484083,0,0.473467588016515,0.000102042480557554
BOED,1,0,1.73018182256486e-05,0,0.469751793574426,1.70742058525755e-05
BOVO,1,0,0.000200323785489982,0,0.518394605381598,0.000200073741960876
calligrapher,1,0,0.000123671491823359,0,0.458132648518371,0.000123673283115901
DINI,1,0,5.91774273343936e-05,0,0.535423648257471,8.34763846978305e-05
gray_moth,1,0,5.91774273343936e-05,0,0.465256263322782,8.34763846978305e-05
green_andrena,1,0,0.04296740841933,0,0.462017665995293,0.000115248105002649
Habropoda,0,0.0480449057752647,0.00111135641679152,0,0.221419362673696,0.00159704400256288
HALI,1,0,0.000400647570979964,0,0.544419262928152,0.000400147483921752
HETH,1,0,0.000123671491823359,0,0.454552033452574,0.000123673283115901
ladybug,1,0,0.000400647570979964,0,0.456026237414231,0.000400147483921752
lh_oak_beetle,1,0,0.00102029036587949,0,0.532972220975427,0.000276905811962642
listrus,0,150.480981879818,0.00100161892744991,0,151.036759590211,0.00100036870980438
muscid,0,0.523292577234197,0.000801295141472426,0,0.0810575072523433,0.000652603302586393
OSCA,1,0,0.000345304152223582,0,0.472748849970637,0.000271364948373011
red_black_tachnid,0,212.769401895936,0.000714318391388583,0,182.909220748285,0.000714297363902879
silver_moth,0,0.399065756998177,0.000432850221381756,0,0.389645825779301,0.000432856490905652
tiny_black_beetle,0,0.403449309686818,0.000432850221381756,0,0.393925904884072,0.000432856490905652
UNIN,0,0.0231729809323957,0.0003710152580172,0,0.00595970679681417,0.000383297411214571
UNK_graybee,0,251.636936864585,0.000556521713205114,0,241.226829330579,0.000556529774021553
UNKBEE,0,531.815404014892,0.000629132190874761,0,539.850223099781,0.000654332037375428
XYSO,0,900.186607352687,0.000349249694828911,0,892.6277585505,0.000361332477740726
