0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95001334505055e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518134715025907
0,0,0,0,0,0,0,0,0,0,0,0,0.837911855179435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0.162088144820544,0,0,0,0,0,0,0,0,0.00678830099877176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999675544381708,0,0,0,0,0,0,0,0.0120687026315605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.0103626943005181
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572409160658885,0,0.993211699001273,0.998961037094648,0.21397897352161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0.333333333333333,0.166666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917958819004801,0.149933982872189,0.000113752464297588,0,0,0.690769874690212,0,0,0.971014394809635,0,0.049873651215303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0,0,0.333333333333333,0,0,0.25,0,0.0414507772020725
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.452395705672944,0,0,0.879944676882555,0,0,0,0,0,0,0,0.999999999999991,0.00230812392125808,0.000185185465697099,5.73828151762481e-18,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0.8,0.0833333333333333,0.0454545454545455,0.0103626943005181
0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0.120055323118235,0,0.277656856462121,0.000210703153825083,0,0.00103896290463418,0.0646038872984161,0.134210627226871,8.98297341419114e-15,0.026677481268352,0.99981481453419,0.274704840664759,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0.5,0,0.6,0.6,0,0.666666666666667,0.333333333333333,0.142857142857143,0.2,0.666666666666667,0.954545454545455,0.274611398963731
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547604294327056,0,0,0,0.0820411809948692,0,0,0,0,0.0306472644857761,0.865789372773094,0,0,0,0.663352805488311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0.5,0,0,0,0,0.166666666666667,0.857142857142857,0,0,0,0.658031088082902
