Anthophora,1,0.000163141448855584,0.000555581790638082,1,0.000170232096702172,0.000630836901250324
APME,1,0,5.7812744454626e-07,0,0.475142211665,7.09732302692783e-07
APTE,1,0,5.7812744454626e-07,0,0.515151453653887,7.09732302692783e-07
black_weevil,1,0,9.91911001490794e-07,0,0.450481560873092,1.03379483845897e-06
BOCA,1,0,0.000312514637375551,0,0.543593594056365,0.000759265192248062
BOVO,1,0,7.81286572574112e-05,0,0.477535305324725,0.000492606318081003
CAAN,1,0,9.91911001490794e-07,0,0.535876592661197,1.03379483845897e-06
DIDU,1,0,9.91911001490794e-07,0,0.477892856731961,1.03379483845897e-06
ERPO,1,0,5.7812744454626e-07,0,0.545243094067668,7.09732302692783e-07
HALI,1,0,5.7812744454626e-07,0,0.5006819952981,7.09732302692783e-07
halictid,1,0,5.7812744454626e-07,0,0.46229497516169,7.09732302692783e-07
HATR,1,0,5.7812744454626e-07,0,0.491647542520262,7.09732302692783e-07
LAIN,1,0,0.000156257314514822,0,0.520247138044912,0.000985212636162007
large_black_beetle,1,0,1.15625488909252e-06,0,0.493649120835424,1.41946460538557e-06
large_black_wasp,1,0,1.73438233363878e-06,0,0.460773880971025,2.12919690807835e-06
large_HALI,1,0,1.73438233363878e-06,0,0.526617480011944,2.12919690807835e-06
Lasioglossum,1,0,1.57249888980048e-06,0,0.459986560749815,1.74352714115175e-06
LATI,1,0,0.000235498522559082,0,0.494126522142499,0.00103868635745596
listrus,1,0,4.04689211182382e-06,0,0.484457648980644,4.96812611884948e-06
MEGA,1,0,3.72881327151182e-06,0,0.479706417689895,4.47633470880066e-06
MELU,1,0,4.89620134270936e-06,0,0.525762114057207,5.85221113565744e-06
RAB,1,0,6.08428024771949e-06,0,0.483850959471357,7.24261695535714e-06
red_beetle,1,0,0.00116981528727086,0,0.483075835105533,1.61025617185615e-05
skinny_long_yellow_black_wasp,0,29.3011439804225,0.00500023266353452,0,0.00975316325333856,1.77695939489008e-05
skinny_white_moth,0,252.480451132368,0.000625029258008763,0,302.487513528706,0.000531680460650269
skipper,0,206.870413383844,0.00140675194209948,0,0.033854330942408,0.000292063957784624
small_red_black_beetle,0,2237.29590553886,7.04256811058464e-05,0,2118.47170870692,7.05100996134582e-05
XECA,0,2812.50198440502,5.52667898057401e-05,0,3104.01148513271,0.000158304972956746
