0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269708573748314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022883295194508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58369897306358e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022883295194508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539093920575096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045766590389016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999999609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67066548137447e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022883295194508
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999468938252307,0.999999999998864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.14473081123405e-12,1,0,0,0,0,0.880099085406646,0.999999999999781,0,0.00957118837991171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,0.25,0.6,0,0.166666666666667,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0513697610728718,0,0.182980458037866,0.990052024469198,0.204307987615545,0.999999842735856,0,0.999999999999992,0,2.51935771306807e-17,9.47645506576187e-20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0,0.166666666666667,0.666666666666667,0.166666666666667,0.75,0,0.6,0,0.0266666666666667,0.0045766590389016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866611262166607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823798627002288
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11765024301691e-13,0.817019541962174,0.000376787150722764,0.656717096528238,1.5726415331709e-07,0,0,0,1,2.17467889679475e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.833333333333333,0.166666666666667,0.666666666666667,0.25,0,0,0,0.746666666666667,0.0045766590389016
1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,3.90238172860764e-13,0,0.000531061747887001,0,0,1,1,0,1,0,0,0,0,0.138974915856237,0,1,6.95287898224404e-15,1,2.77806315356753e-18,0.122977268366195,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.5,0,0.5,0,0,1,1,0,1,0,0,0,0,0.166666666666667,0,1,0.333333333333333,1,0.0133333333333333,0.100686498855835
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0685311535224942,0,0,0,0,0,0,8.50097955853348e-16,0,4.72366779493576e-17,0.782273548186633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.0666666666666667,0,0.213333333333333,0.796338672768879
