0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964112060560329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505730369785558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455887716418204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266308722726085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865512692604241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0251288953636516,0.00554923916794939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843585664895593,0,0,0,0,0,0.617014339346794,0.617014339368983,0.617014339315234,0,0.00382379080205114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0.25,0.25,0,0.125
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.761312893473649,0,0.533929102270809,0.533929102275083,0.0717955125280346,0.204476194345908,0.204476194295719,0.204476194323229,0.00574204296457032,0.00126886460369756,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,0,0.333333333333333,0.333333333333333,0.25,0.25,0.25,0.25,0.2,0.125
0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0.156414335103243,0,0.640849108724098,0.298675539443549,0.298675539474942,0.0401710412364263,0.114391338717373,0.114391338712727,0.114391338746384,0.00321419053488429,0.000710501841964414,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.333333333333333,0.333333333333333,0.25,0.25,0.25,0.25,0.2,0.125
0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.238687106527724,0.359150891275908,0.167395358285017,0.167395358249997,0.0225207536307303,0.0641181275905762,0.0641181276217015,0.0641181276113454,0.00180281057712059,0.000398645112955425,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.5,0.5,0.333333333333333,0.333333333333333,0.25,0.25,0.25,0.25,0.2,0.125
