0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11563861671486e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891256907250834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991104364350246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737430624654244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982428062458573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641322420463418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986844129588512,0,0,0.207742319422943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520546329203136,0.0939967334829608,0.310084714260907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.2
0,0,0,1,0,0,1,0,0,1,0,0,0.660937028446845,0.660937028446845,0.0175719375513654,0.660937028435903,0,0,0.660937028446547,0,0.00974380597930624,0.0321127033423106,0,0,0,1,0,0,1,0,0,1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0.25,0.2
1,0,1,0,0,1,0,0,1,0,1,1,0.339062971559335,0.339062971559335,0,0.339062971567157,0.0131558704004317,0.00889563554973844,0.33906297154415,0.00277242299385692,0.00500255330341588,0.0164801618574293,1,0,1,0,0,1,0,0,1,0,1,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.25,0.25,0.2
