0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01562823018448e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.579597986019522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867489306133184,0,0,0.760352469615289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.166666666666667
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.420402013965123,0,0.64919671651062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.922302625962293,0,0,0,0,0.350803283531846,0,0,0.434443332005284,0,0,0,0.284644521239378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.333333333333333,0,0,0,0.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934970635971122,0.874427899650717,0,0,0,0,0,0,0,0,0.482005275801441,0.344804219233652,0.10802522003292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.333333333333333,0.25,0.166666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528949372531027,0.825057099927264,0.123920213615288,0.484463781555311,0.346563681270718,0.108577794305789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.166666666666667
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.125572100346677,0,0.67376722079297,0,0.673767220569348,0.67376722079297,0,0.117861229639907,0,0,0,0.0155232066643887,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0.333333333333333,0,0,0,0.166666666666667
1,1,1,0,1,0,1,0,0,0,0,0,1,1,0.0776973740185443,0.0650293640441449,0,0,0.32623277924394,0,0.326232779415866,0.32623277924394,0.036607295442093,0.0570816704773309,0.00859048028873888,0.0335309426773646,0.023987578327966,0.00752130737223214,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,0,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.166666666666667
